formula_molecular_weight,name,formula,metabolite_id,metanetx_id,kegg_id
171.08442,Cis-Aconitate,C6H3O6,acon_C_e,MNXM813,C00417
171.12748,3-Dehydroshikimate,C7H7O5,3dhsk_c,MNXM611,C02637
171.21359999999999, 3 hydroxynonanoic acid,C9H15O3,R_3hnonaa_c,,
171.25665999999998,Decanoate (n-C10:0),C10H19O2,dca_c,MNXM162295,
171.25665999999998,Decanoate (n-C10:0),C10H19O2,dca_e,MNXM162295,
171.25665999999998,Decanoate (n-C10:0),C10H19O2,dca_p,MNXM162295,
172.13542,3-Carboxy-4-methyl-2-oxopentanoate,C7H8O5,3c4mop_c,MNXM1602,C04236
172.1586,N-Acetyl-L-glutamate 5-semialdehyde,C7H10NO4,acg5sa_c,MNXM1062,C01250
172.18178,L-Prolinylglycine,C7H12N2O3,progly_p,MNXM7481,
172.18178,L-Prolinylglycine,C7H12N2O3,progly_c,MNXM7481,
172.18178,L-Prolinylglycine,C7H12N2O3,progly_e,MNXM7481,
173.14336,Shikimate,C7H9O5,skm_c,MNXM602,C00493
173.14336,Shikimate,C7H9O5,skm_e,MNXM602,C00493
173.14336,Shikimate,C7H9O5,skm_p,MNXM602,C00493
173.14666,N-Formimidoyl-L-glutamate,C6H9N2O4,forglu_c,MNXM496,C00439
173.16984,2-Oxoarginine,C6H11N3O3,5g2oxpt_c,MNXM1037,C03771
173.18796,5 phenylvaleric acid,C11H9O2,phept_e,,
173.18796,5 phenylvaleric acid,C11H9O2,phept_p,,
173.18972000000002,Gly pro L C7H12N2O3,C7H13N2O3,gly_pro__L_c,MNXM8670,
173.18972000000002,Gly pro L C7H12N2O3,C7H13N2O3,gly_pro__L_e,MNXM8670,
174.11154,N-Carbamoyl-L-aspartate,C5H6N2O5,cbasp_c,MNXM465,C00438
174.1513,3-Carboxy-3-hydroxy-4-methylpentanoate,C7H10O5,3c3hmp_c,MNXM985,C02504
174.1513,3-Carboxy-2-hydroxy-4-methylpentanoate,C7H10O5,3c2hmp_c,MNXM891,C04411
174.17602,Indole 3 acetate C10H8NO2,C10H8NO2,ind3ac_p,MNXM383,C00954
174.17602,Indole 3 acetate C10H8NO2,C10H8NO2,ind3ac_e,MNXM383,C00954
174.17602,Indole 3 acetate C10H8NO2,C10H8NO2,ind3ac_c,MNXM383,C00954
174.19765999999998,N2-Acetyl-L-ornithine,C7H14N2O3,acorn_c,MNXM817,C00437
174.951262,Diphosphate,HO7P2,ppi_c,MNXM11,C00013
175.12278,Allantoate,C4H7N4O4,alltt_c,MNXM584,C00499
175.18572,L-Citrulline,C6H13N3O3,citr__L_c,MNXM211,C00327
175.2089,L-Arginine,C6H15N4O2,arg__L_p,MNXM70,"['C00062', 'C02385']"
175.2089,L-Arginine,C6H15N4O2,arg__L_e,MNXM70,"['C00062', 'C02385']"
175.2089,L-Arginine,C6H15N4O2,arg__L_c,MNXM70,"['C00062', 'C02385']"
175.2089,D-Arginine,C6H15N4O2,arg__D_c,MNXM1552,C00792
175.82,Oxidized ferredoxin,Fe2S2,fdxox_c,MNXM178,C00139
175.82,Reduced ferredoxin,Fe2S2,fdxrd_c,MNXM169,C00138
175.82,Oxidized ferredoxin,Fe2S2,fdxo_2_2_c,MNXM178,C00139
176.12412,L-Ascorbate,C6H8O6,ascb__L_e,MNXM129,"['C00072', 'C20364']"
177.13206,2-Dehydro-3-deoxy-D-gluconate,C6H9O6,2ddglcn_c,MNXM440,C00204
177.13206,2-Deoxy-5-keto-D-gluconic acid,C6H9O6,d5kg_c,MNXM1897,C06892
177.13206,2-Dehydro-3-deoxy-D-galactonate,C6H9O6,2dh3dgal_c,MNXM1627,C01216
178.14,2-Inosose,C6H10O6,2ins_c,MNXM676,C00691
178.2095,Gly-Cys,C5H10N2O3S,gly_cys_e,,
178.2095,Cys Gly C5H10N2O3S,C5H10N2O3S,cgly_p,MNXM683,C01419
178.2095,Cys Gly C5H10N2O3S,C5H10N2O3S,cgly_e,MNXM683,C01419
178.2095,Cys Gly C5H10N2O3S,C5H10N2O3S,cgly_c,MNXM683,C01419
179.14948,"2,3-dihydroxicinnamic acid",C9H7O4,dhcinnm_c,MNXM1130,C12623
179.14948,3-(4-Hydroxyphenyl)pyruvate,C9H7O4,34hpp_c,MNXM153,C01179
179.19254, 3 Hydroxyphenylbutanoic acid,C10H11O3,R_3hpba_c,,
179.21744,Gly-Cys,C5H11N2O3S,gly_cys_c,,
180.15588,Myo-Inositol,C6H12O6,inost_e,MNXM127,"['C00137', 'C19891']"
180.15588,D-Galactose,C6H12O6,gal_e,MNXM390,"['C00124', 'C00984']"
180.15588,D-Galactose,C6H12O6,gal_p,MNXM390,"['C00124', 'C00984']"
180.15588,D-Galactose,C6H12O6,gal_c,MNXM390,"['C00124', 'C00984']"
180.15588,Myo-Inositol,C6H12O6,inost_c,MNXM127,"['C00137', 'C19891']"
180.15588,Beta D-Galactose,C6H12O6,gal_bD_c,MNXM112,C00962
180.15588,D-Glucose,C6H12O6,glc__bD_c,MNXM722744,
180.15588,Beta D-Galactose,C6H12O6,gal_bD_e,MNXM112,C00962
180.15588,D-Fructose,C6H12O6,fru_p,MNXM175,"['C00095', 'C01496', 'C05003', 'C10906']"
180.15588,Beta-D-Glucose,C6H12O6,glc_D_B_c,,
180.15588,Alpha D-glucose,C6H12O6,glc__aD_e,MNXM99,C00267
180.15588,Alpha D-glucose,C6H12O6,glc__aD_c,MNXM99,C00267
180.15588,D-Glucose,C6H12O6,glc__D_p,MNXM41,C00031
180.15588,D-Mannose,C6H12O6,man_p,MNXM182,C00159
180.15588,D-Mannose,C6H12O6,man_e,MNXM182,C00159
180.15588,D-Mannose,C6H12O6,man_c,MNXM182,C00159
180.15588,D-Fructose,C6H12O6,fru_c,MNXM175,"['C00095', 'C01496', 'C05003', 'C10906']"
180.15588,D-Glucose,C6H12O6,glc__D_c,MNXM41,C00031
180.15588,D-Glucose,C6H12O6,glc__D_e,MNXM41,C00031
180.15588,Alpha D galactose,C6H12O6,a_gal__D_c,,
180.15588,D-Fructose,C6H12O6,fru_e,MNXM175,"['C00095', 'C01496', 'C05003', 'C10906']"
180.17906,D-Glucosamine,C6H14NO5,gam_e,MNXM533,C00329
180.22208,5-Methylthio-D-ribose,C6H12O4S,5mtr_c,MNXM1592,C03089
181.017541,3-Phosphohydroxypyruvate,C3H2O7P,3php_c,MNXM541,C03232
181.16536,"3-(2,3-Dihydroxyphenyl)propanoate",C9H9O4,dhpppn_c,MNXM826,C04044
181.18854,L-Tyrosine,C9H11NO3,tyr__L_e,MNXM76,"['C00082', 'C01536']"
181.18854,L-Tyrosine,C9H11NO3,tyr__L_c,MNXM76,"['C00082', 'C01536']"
182.17176,D-Mannitol,C6H14O6,mnl_e,MNXM615,C00392
182.17176,Galactitol,C6H14O6,galt_e,MNXM1233,C01697
182.17176,D-Sorbitol,C6H14O6,sbt__D_c,MNXM469,C00794
182.17176,D-Sorbitol,C6H14O6,sbt__D_e,MNXM469,C00794
183.033421,D-Glycerate 2-phosphate,C3H4O7P,2pg_c,MNXM275,C00631
183.033421,3-Phospho-D-glycerate,C3H4O7P,3pg_c,MNXM126,C00197
183.056601,O-Phospho-L-serine,C3H6NO6P,pser__L_c,MNXM379,C01005
183.07648099999997,"3,4-dihydroxy-2-butanone 4-phosphate",C4H8O6P,db4p_c,MNXM2323,C15556
183.09512,"Cis,cis-Butadiene-1,2,4-tricarboxylate",C7H3O6,CCbuttc_c,MNXM1134,C01163
183.10172,5-Hydroxyisourate,C5H3N4O4,5hiu_c,MNXM1137,C11821
183.22602,Choline sulfate,C5H13NO4S,chols_c,MNXM1547,C00919
183.22602,Choline sulfate,C5H13NO4S,chols_e,MNXM1547,C00919
184.10306,4-Carboxymuconolactone,C7H4O6,4cml_c,MNXM1521,C01278
185.111,Cis-2-Methylaconitate,C7H5O6,2mcacn_c,MNXM1792,C04225
185.24018, 3 Hydroxy 4Z decenic acid,C10H17O3,R3hdec4e_c,,
187.15006,N-Acetyl-L-glutamate,C7H9NO5,acglu_c,MNXM730,C00624
187.21454,6 Phenylhexanoic acid,C12H11O2,phehxa_p,,
187.21454,6 Phenylhexanoic acid,C12H11O2,phehxa_e,,
187.23618,8-Amino-7-oxononanoate,C9H17NO3,8aonn_c,MNXM1141,C01092
187.25606, 3 hydroxydecanoic acid,C10H19O3,R_3hdcaa_c,,
188.13482,4-Hydroxy-2-ketopimelate,C7H8O6,4h2kpi_c,MNXM1623,C05601
188.13482,"2,4-Dihydroxyhept-2-enedioate",C7H8O6,24dhhed_c,MNXM722757,C06201
188.22423999999998,Gly-Leu,C8H16N2O3,gly_leu_e,,
189.09969999999998,Isocitrate,C6H5O7,icit_p,MNXM89661,C00311
189.09969999999998,Isocitrate,C6H5O7,icit_e,MNXM89661,C00311
189.09969999999998,Isocitrate,C6H5O7,icit_c,MNXM89661,C00311
189.09969999999998,Citrate,C6H5O7,cit_p,MNXM131,C00158
189.09969999999998,Citrate,C6H5O7,cit_e,MNXM131,C00158
189.09969999999998,Citrate,C6H5O7,cit_c,MNXM131,C00158
189.14276,3-Dehydroquinate,C7H9O6,3dhq_c,MNXM478,C00944
189.14606,Gly asp L C6H9N2O5,C6H9N2O5,gly_asp__L_c,MNXM722983,
189.14606,Gly asp L C6H9N2O5,C6H9N2O5,gly_asp__L_e,MNXM722983,
189.16924,Gly asn L C6H11N3O4,C6H11N3O4,gly_asn__L_e,MNXM8664,
189.16924,Gly asn L C6H11N3O4,C6H11N3O4,gly_asn__L_c,MNXM8664,
189.23218,Gly-Leu,C8H17N2O3,gly_leu_c,,
189.25528,Glutaredoxin (oxidized),C6H7NO2S2,grxox_c,MNXM90831,
189.27523999999997,"7,8-Diaminononanoate",C9H21N2O2,dann_c,MNXM1140,C01037
190.10764,5 Dehydro 4 deoxy D glucarate C6H6O7,C6H6O7,5d4dglcr_c,MNXM854,C00679
190.10764,5-Dehydro-4-deoxy-D-glucarate,C6H6O7,5dh4dglc_c,MNXM854,C00679
190.19706,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,26dap__M_p,MNXM529,C00680
190.19706,L alaninylthreonine,C7H14N2O4,alathr_c,,
190.19706,Ala-L-Thr-L,C7H14N2O4,ala_L_thr__L_c,,
190.19706,Ala-L-Thr-L,C7H14N2O4,ala_L_thr__L_e,,
190.19706,L alaninylthreonine,C7H14N2O4,alathr_e,,
190.19706,L alaninylthreonine,C7H14N2O4,alathr_p,,
190.19706,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,26dap_LL_c,MNXM644,C00666
190.19706,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,26dap__M_c,MNXM529,C00680
190.19706,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,26dap__M_e,MNXM529,C00680
191.11558000000002,"2,5-diketo-D-gluconate",C6H7O7,25dkglcn_c,MNXM936,C02780
191.11558000000002,"2,5-diketo-D-gluconate",C6H7O7,25dkglcn_p,MNXM936,C02780
191.11558000000002,"2,5-diketo-D-gluconate",C6H7O7,25dkglcn_e,MNXM936,C02780
191.15864,Quinate,C7H11O6,quin_p,MNXM474,C00296
191.15864,Quinate,C7H11O6,quin_c,MNXM474,C00296
191.20324000000002, 3 Hydroxy 5 phenylpentanoic acic,C11H11O3,R_3hppta_c,,
191.20324000000002, 3 Hydroxy 5 phenylpentanoic acic,C11H11O3,R_3hppta_p,,
191.20324000000002, 3 Hydroxy 5 phenylpentanoic acic,C11H11O3,R_3hppta_e,,
191.27116,Glutaredoxin (reduced),C6H9NO2S2,grxrd_c,MNXM90719,
192.21447999999998,Bimane,C10H12N2O2,bmn_e,MNXM61843,
192.21447999999998,Bimane,C10H12N2O2,bmn_c,MNXM61843,
193.13146,2-Dehydro-L-gulonate,C6H9O7,2dhguln_c,MNXM114283,
193.13146,2-Dehydro-D-gluconate,C6H9O7,2dhglcn_c,MNXM582,C06473
193.13146,2-Dehydro-D-gluconate,C6H9O7,2dhglcn_p,MNXM582,C06473
193.13146,2-Dehydro-D-gluconate,C6H9O7,2dhglcn_e,MNXM582,C06473
193.13146,D-Glucuronate,C6H9O7,glcur_c,MNXM241,C00191
193.13146,D-Glucuronate,C6H9O7,glcur_p,MNXM241,C00191
193.13146,D-Galacturonate,C6H9O7,galur_c,MNXM48464,C00333
193.13146,D-Fructuronate,C6H9O7,fruur_c,MNXM1660,C00905
193.13146,5-Dehydro-D-gluconate,C6H9O7,5dglcn_c,MNXM963,C01062
193.13146,D-Galacturonate,C6H9O7,galur_e,MNXM48464,C00333
193.13146,D-Glucuronate,C6H9O7,glcur_e,MNXM241,C00191
193.17606,Ferulate,C10H9O4,fer_c,MNXM573,C01494
193.17606,Ferulate,C10H9O4,fer_p,MNXM573,C01494
193.17606,Ferulate,C10H9O4,fer_e,MNXM573,C01494
194.20727999999997,Trithionate,H2O6S3,tton_e,MNXM1871,C01861
195.14733999999999,D-Galactonate,C6H11O7,galctn__D_e,MNXM1734,C00880
195.14733999999999,D-Galactonate,C6H11O7,galctn__D_c,MNXM1734,C00880
195.14733999999999,D-Mannonate,C6H11O7,mana_c,MNXM1045,C00514
195.14733999999999,D-Gluconate,C6H11O7,glcn_p,MNXM341,C00257
195.14733999999999,D-Galactonate,C6H11O7,galctn__D_p,MNXM1734,C00880
195.14733999999999,D-Gluconate,C6H11O7,glcn_c,MNXM341,C00257
195.14733999999999,D-Gluconate,C6H11O7,glcn_e,MNXM341,C00257
195.14733999999999,L-Idonate,C6H11O7,idon__L_c,MNXM1565,C00770
195.17866,6-hydroxymethyl dihydropterin,C7H9N5O2,6hmhpt_c,MNXM937,C01300
195.17866,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,C7H9N5O2,2ahhmp_c,MNXM146055,
197.083181,L-Threonine O-3-phosphate,C4H8NO6P,thrp_c,MNXM1492,C12147
197.083181,O-Phospho-L-homoserine,C4H8NO6P,phom_c,MNXM1334,C01102
198.067941,D-Erythrose 4-phosphate,C4H7O7P,e4p_c,MNXM258,C00279
198.12964,2-Hydroxy-5-carboxymethylmuconate-Semialdehyde,C8H6O6,5cmhmsa_c,MNXM1628,C04642
198.12964,4 Maleylacetoacetate C8H6O6,C8H6O6,4mlacac_c,MNXM691,C01036
198.12964,4 Fumarylacetoacetate C8H6O6,C8H6O6,4fumacac_c,MNXM708,C01061
199.09452,4-oxalomesaconate (keto form),C7H3O7,omaketo_c,MNXM114348,
199.09452,"4-Carboxy-2-hydroxyhexa-2,4-dienedioate",C7H3O7,omaenol_c,MNXM90601,
199.22523999999999,7 Phenylheptanoic acid,C13H11O2,phehpa_p,,
199.22523999999999,7 Phenylheptanoic acid,C13H11O2,phehpa_e,,
199.30981999999997,Dodecanoate (n-C12:0),C12H23O2,ddca_c,MNXM162258,
199.30981999999997,Dodecanoate (n-C12:0),C12H23O2,ddca_p,MNXM162258,
200.21344,S-Sulfo-L-cysteine,C3H6NO5S2,scys__L_c,MNXM2428,C05824
200.59,Mercury  charged 2  Hg,Hg,hg2_c,MNXM1562,C00703
200.59,Mercury  charged 2  Hg,Hg,hg2_p,MNXM1562,C00703
201.11700000000002,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C5H5N4O5,5houdic_c,MNXM1805,C12248
202.18612000000002,Indolepyruvate C11H8NO3,C11H8NO3,indpyr_c,MNXM315,C00331
202.20776,Gamma glutamyl beta Aminopropion aldehyde,C8H14N2O4,ggbamppal_c,,
202.25082,Ala-Leu,C9H18N2O3,ala_leu_c,,
202.25082,L alaninylleucine,C9H18N2O3,alaleu_e,,
202.25082,L alaninylleucine,C9H18N2O3,alaleu_p,,
202.25082,L alaninylleucine,C9H18N2O3,alaleu_c,,
202.25082,Ala-Leu,C9H18N2O3,ala_leu_e,,
203.12628,Methylisocitrate,C7H7O7,micit_c,MNXM1694,C04593
203.12628,2-Methylcitrate,C7H7O7,2mcit_c,MNXM90279,C02225
203.17088,"1,4-Dihydroxy-2-naphthoate",C11H7O4,dhna_c,MNXM552,C03657
203.17264,L glycinylglutamate,C7H11N2O5,glyglu_c,,
203.17264,L glycinylglutamate,C7H11N2O5,glyglu_p,,
203.17264,Ala L asp L C7H11N2O5,C7H11N2O5,ala_L_asp__L_e,MNXM40494,
203.17264,L glycinylglutamate,C7H11N2O5,glyglu_e,,
203.17264,Gly glu L C7H11N2O5,C7H11N2O5,gly_glu__L_e,MNXM8667,
203.17264,Gly glu L C7H11N2O5,C7H11N2O5,gly_glu__L_c,MNXM8667,
203.17264,Ala L asp L C7H11N2O5,C7H11N2O5,ala_L_asp__L_c,MNXM40494,
203.19582,L glycinylglutamine,C7H13N3O4,glygln_p,,
203.19582,Gly-Gln,C7H13N3O4,gly_gln_c,,
203.19582,Gly-Gln,C7H13N3O4,gly_gln_e,,
203.19582,L glycinylglutamine,C7H13N3O4,glygln_c,,
203.19582,L glycinylglutamine,C7H13N3O4,glygln_e,,
204.22518,L-Tryptophan,C11H12N2O2,trp__L_e,MNXM94,"['C00078', 'C00806']"
204.22518,L-Tryptophan,C11H12N2O2,trp__L_c,MNXM94,"['C00078', 'C00806']"
204.24682,Gamma glutamyl diaminopropane,C8H18N3O3,gg13dampp_c,,
204.33285999999998,Lipoylprotein S2X,C8H14NOS2,lpro_c,MNXM998,C02051
205.22982, 3 Hydroxy 6 phenylhexanoic acid,C12H13O3,R_3hphxa_c,,
205.3408,Lipoamide C8H15NOS2,C8H15NOS2,lpam_c,MNXM1024,C00248
206.1501,Homoisocitrate C7H7O7,C7H10O7,hicit_c,MNXM984,C05662
206.1501,2 Hydroxybutane 1 2 4 tricarboxylate C7H7O7,C7H10O7,hcit_c,MNXM5782,
206.1947,Benzylsuccinate,C11H10O4,bzsucc_c,MNXM2471,C09816
206.26265999999998,L Glycinylmethionine,C7H14N2O3S,glymet_c,,
206.26265999999998,L Glycinylmethionine,C7H14N2O3S,glymet_p,,
206.26265999999998,L Glycinylmethionine,C7H14N2O3S,glymet_e,,
206.26265999999998,Gly-Met,C7H14N2O3S,gly_met_c,,
206.26265999999998,Gly-Met,C7H14N2O3S,gly_met_e,,
206.34874,Dihydrolipolprotein H2S2X,C8H16NOS2,dhlpro_c,MNXM1663,C02972
207.35667999999998,Dihydrolipoamide C8H17NOS2,C8H17NOS2,dhlam_c,MNXM1277,C00579
208.12292,D-Galactarate,C6H8O8,galct__D_e,MNXM1080,C00879
208.12292,D-Galactarate,C6H8O8,galct__D_p,MNXM1080,C00879
208.12292,D-Galactarate,C6H8O8,galct__D_c,MNXM1080,C00879
208.12292,D-Glucarate,C6H8O8,glcr_c,MNXM744,C00818
208.12292,D-Glucarate,C6H8O8,glcr_e,MNXM744,C00818
208.12292,D-Glucarate,C6H8O8,glcr_p,MNXM744,C00818
210.14033999999998,2-hydroxy-6-ketononatrienedioate,C9H6O6,hkntd_c,MNXM2040,C12624
211.043521,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,ohpb_c,MNXM1514,C06054
211.066701,4-Phospho-L-aspartate,C4H6NO7P,4pasp_c,MNXM1177,C03082
211.27746, 3 Hydroxydodecanoic 6 en acid,C12H19O3,R_3hdd6e_c,,
212.09452100000001,1-deoxy-D-xylulose 5-phosphate,C5H9O7P,dxyl5p_c,MNXM622,C11437
212.09452100000001,2-Deoxy-D-ribose 5-phosphate,C5H9O7P,2dr5p_c,MNXM2179,C00673
212.09452100000001,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,2dr1p_c,MNXM789,C00672
212.15622,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",C9H8O6,hkndd_c,MNXM1693,C04479
212.20588,L histidinylglycine,C8H12N4O3,hisgly_c,,
212.20588,L histidinylglycine,C8H12N4O3,hisgly_e,,
212.20588,L histidinylglycine,C8H12N4O3,hisgly_p,,
213.059401,4-Phospho-D-erythronate,C4H6O8P,4per_c,MNXM1407,C03393
213.08258099999998,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,phthr_c,MNXM759,C06055
213.1211,5-Carboxy-2-oxohept-3-enedioate,C8H5O7,5cohe_c,MNXM46951,C04052
213.1211,5-Carboxymethyl-2-hydroxymuconate,C8H5O7,5cmhm_c,MNXM1163,C04186
213.25181999999998,8 Phenyloctanoic acid,C14H13O2,pheocta_e,,
213.25181999999998,8 Phenyloctanoic acid,C14H13O2,pheocta_p,,
213.25358,Dethiobiotin,C10H17N2O3,dtbt_c,MNXM1020,C01909
214.110401,2-C-methyl-D-erythritol 4-phosphate,C5H11O7P,2me4p_c,MNXM1626,C11434
214.30128, 3 Hydroxydodecanoic 5 en acid,C12H22O3,R_3hdd5ea_e,,
214.30128, 3 Hydroxydodecanoic 5 en acid,C12H22O3,R_3hdd5ea_c,,
214.30128, 3 Hydroxydodecanoic 5 en acid,C12H22O3,R_3hdd5ea_p,,
215.14152099999998,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,g3pe_p,MNXM368,C01233
215.14152099999998,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,g3pe_e,MNXM368,C01233
215.14152099999998,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,g3pe_c,MNXM368,C01233
215.26616,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,hia_c,,
215.26616,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,hia_e,,
215.30921999999998, 3 Hydroxydodecanoic acid,C12H23O3,R_3hdda_c,,
216.23434,Gamma-glutamyl-gamma-butyraldehyde,C9H16N2O4,ggbutal_c,MNXM1378,C15700
216.25748,6 Aminopenicillanic acid C8H12N2O3S,C8H12N2O3S,6apa_p,MNXM2495,C02954
217.1098,4-oxalcitromalate,C7H5O8,oca_c,MNXM114347,
217.119181,4-Amino-2-methyl-5-phosphomethylpyrimidine,C6H8N3O4P,4ampm_c,MNXM31161,
217.19921999999997,Ala L glu L C8H13N2O5,C8H13N2O5,ala_L_glu__L_e,MNXM8263,
217.19921999999997,Ala L glu L C8H13N2O5,C8H13N2O5,ala_L_glu__L_c,MNXM8263,
217.19921999999997,L-alanine-L-glutamate,C8H13N2O5,LalaLglu_c,MNXM4026,C20958
217.19921999999997,L-alanine-L-glutamate,C8H13N2O5,LalaLglu_e,MNXM4026,C20958
217.19921999999997,L-alanine-L-glutamate,C8H13N2O5,LalaLglu_p,MNXM4026,C20958
217.19921999999997,L-alanine-D-glutamate,C8H13N2O5,LalaDglu_c,MNXM3630,C20957
217.19921999999997,5 L Glutamyl L alanine C8H13N2O5,C8H13N2O5,gluala_c,MNXM59390,
217.19921999999997,Gamma glutamyl gamma beta Aminopropionate,C8H13N2O5,ggala_B_c,,
217.22240000000002,Ala-Gln,C8H15N3O4,ala_gln_c,,
217.22240000000002,Ala-Gln,C8H15N3O4,ala_gln_e,,
217.24051999999998, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,R_3hphpa_p,,
217.24051999999998, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,R_3hphpa_e,,
217.24051999999998, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,R_3hphpa_c,,
218.103941,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,imacp_c,MNXM1456,C01267
218.18398,O-Succinyl-L-homoserine,C8H12NO6,suchms_c,MNXM820,C01118
218.22704,(R)-Pantothenate,C9H16NO5,pnto__R_p,MNXM364,C00864
218.22704,(R)-Pantothenate,C9H16NO5,pnto__R_c,MNXM364,C00864
218.22704,(R)-Pantothenate,C9H16NO5,pnto__R_e,MNXM364,C00864
219.2813,Met L ala L C8H16N2O3S,C8H15N2O3S,met_L_ala__L_e,MNXM8868,
219.2813,Met L ala L C8H16N2O3S,C8H15N2O3S,met_L_ala__L_c,MNXM8868,
220.143001,L-Histidinol phosphate,C6H11N3O4P,hisp_c,MNXM1482,C01100
220.17822,O-Succinylbenzoate,C11H8O5,sucbz_c,MNXM1212,C02730
221.17078099999998,4-Methyl-5-(2-phosphoethyl)-thiazole,C6H8NO4PS,4mpetz_c,MNXM960,C04327
221.2078,N-Acetyl-D-glucosamine,C8H15NO6,acgam_e,MNXM143,C00140
221.2078,N-Acetyl-D-mannosamine,C8H15NO6,acmana_e,MNXM2403,C00645
221.2078,N-Acetyl-D-mannosamine,C8H15NO6,acmana_c,MNXM2403,C00645
221.2078,N-Acetyl-D-glucosamine,C8H15NO6,acgam_c,MNXM143,C00140
221.2078,N-Acetyl-D-glucosamine,C8H15NO6,acgam_p,MNXM143,C00140
222.24046,Glycylphenylalanine,C11H14N2O3,glyphe_c,MNXM724778,
222.24046,Gly-Phe,C11H14N2O3,gly_phe_e,,
222.24046,Glycylphenylalanine,C11H14N2O3,glyphe_e,MNXM724778,
222.24046,Glycylphenylalanine,C11H14N2O3,glyphe_p,MNXM724778,
222.26206,L-Cystathionine,C7H14N2O4S,cyst__L_c,MNXM319,C02291
223.2484,Gly-Phe,C11H15N2O3,gly_phe_c,,
224.16692,Chorismate,C10H8O6,chor_c,MNXM337,C00251
224.16692,Isochorismate,C10H8O6,ichor_c,MNXM799,C00885
224.16692,Prephenate,C10H8O6,pphn_c,MNXM503,C00254
224.19009999999997,4-amino-4-deoxychorismate,C10H10NO5,4adcho_c,MNXM1458,C11355
224.25639999999999,Tetrathionate,O6S4,tet_e,MNXM1781,C02084
224.25639999999999,Tetrathionate,O6S4,tet_p,MNXM1781,C02084
225.093281,L-Glutamate 5-phosphate,C5H8NO7P,glu5p_c,MNXM1280,C03287
225.22122,Porphobilinogen,C10H13N2O4,ppbng_c,MNXM554,C00931
225.34709999999998,Tetradecenoate (n-C14:1),C14H25O2,ttdcea_p,MNXM641,
225.34709999999998,Tetradecenoate (n-C14:1),C14H25O2,ttdcea_c,MNXM641,
226.23246,Ala-His,C9H14N4O3,ala_his_e,,
226.23246,L alaninylhistidine,C9H14N4O3,alahis_p,,
226.23246,L-Carnosine,C9H14N4O3,carn_c,MNXM114412,
226.23246,L alaninylhistidine,C9H14N4O3,alahis_e,,
226.23246,L-Carnosine,C9H14N4O3,carn_e,MNXM114412,
226.23246,Ala-His,C9H14N4O3,ala_his_c,,
226.23246,L-Carnosine,C9H14N4O3,carn_p,MNXM114412,
226.23246,L alaninylhistidine,C9H14N4O3,alahis_c,,
227.21722000000003,Deoxycytidine,C9H13N3O4,dcyt_c,MNXM704,C00881
227.36298,Tetradecanoate (n-C14:0),C14H27O2,ttdca_c,MNXM162239,
227.36298,Tetradecanoate (n-C14:0),C14H27O2,ttdca_p,MNXM162239,
227.36298,Fatty acid (Iso-C14:0),C14H27O2,fa1_c,MNXM163808,
228.093921,L-Xylulose 5-phosphate,C5H9O8P,xu5p__L_c,MNXM1238,C03291
228.093921,Alpha-D-Ribose 5-phosphate,C5H9O8P,r5p_c,MNXM15900,C03736
228.093921,L-Ribulose 5-phosphate,C5H9O8P,ru5p__L_c,MNXM901,C01101
228.093921,D-Ribulose 5-phosphate,C5H9O8P,ru5p__D_c,MNXM145,C00199
228.093921,Alpha-D-Ribose 1-phosphate,C5H9O8P,r1p_c,MNXM295,C00620
228.093921,D-Xylulose 5-phosphate,C5H9O8P,xu5p__D_c,MNXM186,C00231
228.117101,5-Phospho-beta-D-ribosylamine,C5H11NO7P,pram_c,MNXM90003,C03090
228.20198,Deoxyuridine,C9H12N2O5,duri_c,MNXM492,C00526
230.26092,Gamma glutamyl delta Aminopentanal,C10H18N2O4,ggbdapal_c,,
231.2258,Gamma-glutamyl-gamma aminobutyric acid,C9H15N2O5,gg4abut_c,MNXM1406,C15767
231.2258,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H15N2O5,n6all26d_c,MNXM1759,C04390
