m/z,RT [min],Name,model_metabolite,mass_difference,Tags,Foston_In_1-A_Met_LC_HILIC_Pos (F4),Foston_In_1-B_Met_LC_HILIC_Pos (F5),Foston_In_1-C_Met_LC_HILIC_Pos (F6),Foston_In_1-D_Met_LC_HILIC_Pos (F7),Foston_In_1-E_Met_LC_HILIC_Pos (F8),Foston_In_1-F_Met_LC_HILIC_Pos (F9),Foston_In_1-G_Met_LC_HILIC_Pos (F10),Foston_In_1-H_Met_LC_HILIC_Pos (F11),Foston_In_1-I_Met_LC_HILIC_Pos (F12),Foston_In_1-J_Met_LC_HILIC_Pos (F13),Foston_In_1-K_Met_LC_HILIC_Pos (F14),Foston_In_1-L_Met_LC_HILIC_Pos (F15),Foston_In_4-A_Met_LC_HILIC_Pos (F16),Foston_In_4-B_Met_LC_HILIC_Pos (F17),Foston_In_4-C_Met_LC_HILIC_Pos (F18),Foston_In_4-D_Met_LC_HILIC_Pos (F19),Foston_In_4-E_Met_LC_HILIC_Pos (F20),Foston_In_4-F_Met_LC_HILIC_Pos (F21),Foston_In_4-G_Met_LC_HILIC_Pos (F22),Foston_In_4-H_Met_LC_HILIC_Pos (F23),Foston_In_4-I_Met_LC_HILIC_Pos (F24),Foston_In_4-J_Met_LC_HILIC_Pos (F25),Foston_In_4-K_Met_LC_HILIC_Pos (F26),Foston_In_4-L_Met_LC_HILIC_Pos (F27)
178.05856,5.98,Unknown 148,2-Deoxy-5-keto-D-gluconic acid,0.010099999999994225,MS2 available,39326.16906,24284.60101,20141.5121,50378.18755,80529.06769,60462.26482999999,96308.28041,51669.20863,101874.11,630345.6062,350612.8707,267220.1622,20066.95452,17848.80949,20826.399680000002,189036.1207,127000.641,187007.4056,20487.489709999998,20457.628940000002,19992.527469999997,388403.9898,357454.4298,348144.4437
178.07225,4.06,Unknown 149,2-Deoxy-5-keto-D-gluconic acid,0.023789999999991096,MS2 available,1617796.4109999998,1526670.699,937043.7049,1941247.576,2555982.233,1520757.532,1670691.26,2082638.2969999998,1377576.154,1796707.6609999998,1169958.0159999998,1670541.946,2298136.789,28094.09663,1992135.668,149784.6689,247340.1326,258829.1595,97492.4066,101334.9717,96096.04508,1152017.4679999999,1053464.5729999999,1188760.025
180.10177,0.92,Unknown 150,D-Glucosamine,0.015119999999996026,MS2 available,821949.2971,1182777.249,1302354.627,983888.1826,1502383.052,836676.5502,1641798.417,1197010.251,1886496.3159999999,1169957.037,409464.0544,1317625.023,838858.1833,20535.519959999998,814070.4562,1164120.631,1722723.2340000002,1334873.85,996914.1254,1216879.725,510620.7357,1570271.501,2311438.476,1864498.231
181.02576000000002,1.07,Unknown 151,"3-(2,3-Dihydroxyphenyl)propanoate",0.024869999999992842,MS2 available,1636449.09,718527.8343,488503.544,4418071.738,898219.6158,1251929.5890000002,2590987.623,1089338.5990000002,826676.6657,881265.0596,1118596.205,818853.8058,1767538.9209999999,17685.987530000002,1171568.0590000001,1362852.881,1059549.085,1439213.02,1306681.188,2494282.901,1188722.597,853695.9241,1782491.657,1396294.4130000002
181.03693,4.84,Unknown 152,"3-(2,3-Dihydroxyphenyl)propanoate",0.013700000000000045,MS2 available,1529672.85,1600547.8280000002,1702951.656,2360986.1380000003,213443.1128,2595966.6980000003,1842073.4119999998,2314560.965,2500648.652,2674994.36,3009229.731,3345918.608,2037349.965,17677.81457,1732334.354,271808.9538,1440281.8390000002,2342232.992,2947723.539,2572759.333,2732166.627,1114212.874,2929212.617,2478949.327
181.03718,5.66,Unknown 153,"3-(2,3-Dihydroxyphenyl)propanoate",0.013450000000005957,MS2 available,892543.4702,738034.777,688323.0268,1650267.5159999998,2109451.267,1690315.648,2111442.3540000003,2162651.308,2372202.614,3355114.57,3990387.373,4383747.552,802207.3896,8444.620608,769705.9362,1682149.312,1760708.0019999999,1821719.6169999999,1335373.193,1239926.304,869567.5937,3630838.762,5111576.674,4314288.86
181.10798,4.9,Unknown 154,D-Glucosamine,0.01332999999999629,MS2 available,705084.8196,727971.6048,788626.645,1128434.4209999999,1039932.752,1093780.876,60496.66125,87234.99893999999,74825.24947000001,228181.328,147036.5763,107316.3728,1596410.977,137148.2959,1554712.13,223017.642,297788.381,420676.3825,231395.9199,220551.2242,257692.1382,52761.58173,57829.51171,46150.21495
183.1743,0.87,Unknown 155,D-Mannitol,0.08725999999998635,MS2 available,424583.8721,556927.4241,717581.0375,346457.5348,483180.5508,306966.0528,387235.7991,530147.2212,432893.99799999996,234981.2778,452513.5833,592921.8108,425205.7747,6456.988022,457039.2604,362609.3029,515196.5467,378074.6415,482583.9484,473065.4377,552243.3424,430145.8186,405794.0401,664112.9123
184.09011999999998,5.29,Unknown 156,Choline sulfate,0.025589999999965585,MS2 available,851620.2941,948607.1726,1122739.571,5553645.687999999,6162162.035,6303102.492000001,313782.1579,148184.4289,258607.4795,886050.6696,449593.5911,672991.8893,5158023.169,12261.3322,6289173.306,740332.2013,533567.4026,627554.3816,506072.7919,411366.9632,265855.779,179708.0784,257804.3457,93348.33703
184.10765,5.14,Unknown 157,Choline sulfate,0.04311999999998761,MS2 available,1757043.0880000002,255015.6508,627196.1743,497588.4168,985765.4356,383302.5985,595396.7022,1224222.854,629365.9277,17097406.79,4538221.25,7747192.317000001,271180.6177,17547.40292,248451.9996,2963804.495,6616926.475,3910237.184,387407.9039,1099085.256,765282.2155,2263699.3680000002,3418805.195,1614543.5790000001
184.10789,4.7,Unknown 158,Choline sulfate,0.04335999999997853,MS2 available,448179.0599,198436.2511,264856.5382,535164.243,531072.5629,544506.2837,197058.0014,222660.1198,163861.0552,1746762.719,788073.6039,1711569.9430000002,331042.9328,17176.06863,378340.0824,978687.0404,1125771.176,988139.17,218868.55,222374.8229,244581.629,342232.2865,362173.0694,264988.5687
185.16473,3.86,Unknown 159,Cis-2-Methylaconitate,0.15446999999997502,MS2 available,6502891.637,6005137.357999999,6643806.5770000005,5079267.154,4034009.74,3900236.0330000003,4927845.362,3936826.97,3406449.8839999996,3055295.0089999996,3530119.3260000004,3802583.8430000003,3687953.642,9083.137411,4749697.023,4410660.665,3594389.537,4057101.8589999997,3400726.245,3289456.075,3101302.6,3226254.963,4215890.74,6176725.748
187.10747,4.63,Unknown 160,N-Acetyl-L-glutamate,0.05830000000000268,MS2 available,477685.273,397697.3234,421567.5276,659742.2336,934891.834,842804.7186,466730.5288,320183.6138,778169.9978,579868.1605,1108784.057,743365.9551,478500.8152,12494.976279999999,457704.8828,605075.5544,755085.5762,550443.4087,845064.6934,1062139.424,766555.3634,1135707.452,1721675.42,1495709.0180000002
189.13453,6.96,Unknown 161,"7,8-Diaminononanoate",0.02521999999999025,MS2 available,793728.5718,736963.1281,773473.2068,1773682.6809999999,1890899.686,1333481.145,262266.8959,98981.24792000001,220617.2585,643350.7415,184074.0598,282197.8655,2642582.1890000002,28698.11378,1980785.785,572258.1929,429959.9695,632060.9455,161496.1076,65667.5353,29089.956680000003,140863.8028,265911.6942,186759.0881
190.07057,4.91,Unknown 162,Gly asp L C6H9N2O5,0.011600000000015598,MS2 available,1135386.719,901537.1648,858537.0757,180787.3368,167682.6472,188256.9481,1380757.831,740122.3592,1254173.857,2058204.833,2133279.163,1873934.918,192213.1684,14917.0455,232339.5399,111281.1559,99756.33365,101502.725,177108.0427,197243.6836,146538.2671,1527433.882,1716163.9419999998,1098571.793
192.05133,2.91,Unknown 163,Quinate,0.012780000000020664,MS2 available,4227045.195,4226810.316000001,3816728.522,7531533.632999999,7064291.795,3873695.855,2340745.2290000003,1764713.836,2912136.932,3452371.564,4128163.3460000004,4264408.94,8441108.933,42507.570980000004,6785982.574,5052140.687,4558469.283,3967580.01,6281244.976,4651977.063,3569493.773,4839652.3,3619845.235,4408392.83
192.09769,5.45,Unknown 164,Bimane,0.007810000000006312,MS2 available,284693.2343,192006.87300000002,208026.9428,659985.2067,675883.2205,557442.4351,85668.59848,25851.10445,67427.34224,306862.3845,334241.4332,473689.145,1295564.612,13337.04765,1245018.9579999999,465961.8733,484401.4104,167329.5624,676311.7059999999,606416.4584,142717.4974,198072.431,198273.5831,554337.3091
192.15922,1.08,Unknown 165,Bimane,0.06934000000001106,MS2 available,7394314.288,10055461.98,7184131.582,10475630.93,5434170.172,5123109.027,6311133.442000001,5506608.506,9919049.42,6436277.43,5103528.209,12372438.08,5850374.151000001,22375.78244,7528365.502,8887401.697,7904390.833,5241081.779,4781878.142,4608960.083000001,7484973.972,10728432.77,5209522.3610000005,4952200.549
192.90636999999998,5.81,Unknown 166,Trithionate,0.011569999999977654,MS2 available,6071196.387,6438561.232000001,6227520.96,5882494.152000001,5654927.1389999995,5803507.981000001,5152597.4180000005,5413473.04,5670529.549,4799492.097,5052100.46,5344739.244,6190518.272999999,21425.03285,6275792.744,6337819.831,6404490.05,6146562.305,5563447.045,5348417.696,4638161.301,6094638.901000001,5948735.665,5742041.882999999
193.14326,1.05,Unknown 167,Bimane,0.045379999999994425,MS2 available,1558258.689,1720865.521,1743987.7659999998,1839985.361,1546877.3080000002,1612135.7980000002,1587254.7230000002,1986194.736,1508021.82,2669530.719,1954714.8830000001,1869743.1090000002,1437555.03,18817.89492,2467937.819,2041040.678,2289284.012,1306694.7340000002,2575966.527,1825586.476,1549655.2130000002,1827339.5159999998,2316492.7090000003,2808881.914
193.14338,0.97,Unknown 168,Bimane,0.04550000000000409,MS2 available,687987.1401,1210358.998,1075729.192,1264550.557,917652.3056,785259.0302,1587254.7230000002,2549732.348,543418.0295,1743730.7240000002,1016544.672,704866.0084,1647903.9540000001,8936.842218000002,685790.4676,1655864.1430000002,2430427.671,485891.2604,1773503.8630000001,1507123.471,2485122.483,2599110.788,1817508.606,1861336.1809999999
193.15871,0.92,Unknown 169,Bimane,0.06083000000000993,MS2 available,260517.6726,762948.9425,357640.9972,330452.4556,432607.276,249267.5452,529315.0532,543389.9758,339572.927,326396.8237,399815.5152,450485.6238,1225672.979,7074.654794,384340.3377,465542.2181,567430.022,449953.6989,432882.8716,463306.9534,293757.5755,652074.35,623187.8724,446883.7653
194.06715,2.66,Unknown 170,Ferulate,0.00851999999997588,MS2 available,1329909.5559999999,1234519.028,1288477.889,4478763.333000001,5630106.234,4096627.128,676142.4916,588971.6063,622747.095,2432750.482,1623802.4230000002,2298819.549,113627.4783,22245.771819999998,142013.4978,1060142.249,963603.3167,625916.2274,792256.0386,797568.9621,659290.9814,1143491.619,1209416.281,1104343.4640000002
195.12256000000002,1.35,Unknown 171,6-hydroxymethyl dihydropterin,0.04694000000003484,MS2 available,23827991.42,18942548.34,22304663.72,19580297.41,18038659.83,20562386.16,20315096.6,24633109.13,16329284.51,18310386.24,17386903.0,22377122.57,30449896.7,1010229.271,31080623.47,37542314.04,21702185.17,105634228.1,19570315.65,26744198.81,21428766.37,30544100.46,25305893.29,22653100.93
196.09659,1.08,Unknown 172,6-hydroxymethyl dihydropterin,0.012969999999995707,MS2 available,3002957.015,3650875.256,3258055.77,3604440.586,1625006.1830000002,1591476.414,3753088.8989999997,3468289.9189999998,3437199.582,3792373.617,3263955.085,3712210.87,694966.4264,22115.76368,1496768.695,2766607.732,2806617.664,761737.2703,1698142.525,1558645.6719999998,692671.2059,2617521.953,4110174.078,3502191.458
196.09668,3.81,Unknown 173,6-hydroxymethyl dihydropterin,0.013059999999995853,MS2 available,29669.60875,18905.153290000002,29857.380289999997,25789.057090000002,93480.93821000001,188515.3872,1764522.983,1613463.5,1778817.45,19901.72557,36361.227439999995,41912.08669,18256.43039,17270.22336,18764.10221,35628029.74,30733366.06,32769529.71,7665595.685,6567741.432,4659389.838,274968.894,361044.1427,511416.0901
196.11921999999998,3.82,Unknown 174,6-hydroxymethyl dihydropterin,0.035599999999988086,MS2 available,1648922.381,1625203.142,1747812.271,4917741.762,4569254.101,4419350.862,539102.673,468311.7821,436534.3619,1216001.604,616872.1021,804215.0401,5992007.756,25001.65968,5291314.933,952231.6663,1009523.9079999999,1402139.49,1024032.8859999999,927858.6469,690222.4988,255172.2004,318087.5777,344869.6932
196.11925,3.81,Unknown 175,6-hydroxymethyl dihydropterin,0.03562999999999761,MS2 available,1648922.381,1625203.142,1747812.271,4917741.762,4569254.101,4419350.862,539102.673,468311.7821,436534.3619,1216001.604,616872.1021,804215.0401,5992007.756,25702.42283,5291314.933,952231.6663,1009523.9079999999,1402139.49,1024032.8859999999,927858.6469,690222.4988,255172.2004,318087.5777,344869.6932
198.06944,5.47,Unknown 176,O-Phospho-L-homoserine,0.05141999999997893,MS2 available,10239038.15,10974079.2,11121468.51,31073004.62,30445176.58,30393190.87,1836461.5359999998,1396296.626,1629027.124,8406522.534,3981759.058,5637007.151000001,30402038.35,14332.13404,28061618.25,6456778.276000001,5744979.61,8272677.717999999,5847727.745,4849006.1,3985283.396,1250463.009,1633271.708,1571203.159
198.09698,5.41,Unknown 177,O-Phospho-L-homoserine,0.07895999999999503,MS2 available,1069000.287,1655104.759,1666166.822,2183450.636,2543573.529,2288835.098,1554140.241,1437203.664,2058782.505,1550428.285,2138666.202,2253669.452,1255130.595,10094.19623,993108.9406,1488176.418,1123364.5359999998,1232909.119,879513.7414,977463.3569,780710.8856,1962557.9119999998,2501152.941,2143392.03
198.12317,5.01,Unknown 178,O-Phospho-L-homoserine,0.10514999999998054,MS2 available,628137034.6,617118429.4,642890337.1,485958490.9,441241734.2,435148986.1,305792204.4,290134995.6,340274893.7,291459495.4,248335521.9,247948316.2,129071927.6,790218.2506,92575030.42,344595296.3,346883876.9,314030873.1,202303359.0,180940937.7,145131029.3,223533090.7,259240004.6,223764347.9
198.13492,6.45,Unknown 179,O-Phospho-L-homoserine,0.1168999999999869,MS2 available,7656556.873,7408820.971,8213627.365,20269553.89,21254710.53,18556790.03,2675403.8880000003,2230432.094,1849277.128,6228196.732999999,3442585.105,4982681.506,17656686.62,51706.1389,17704613.89,4117810.731,3711278.73,5663543.941000001,2403679.152,2287252.454,1435706.1809999999,1240189.295,1764532.218,1200397.908
199.10083999999998,4.92,Unknown 180,Dodecanoate (n-C12:0),0.0695100000000366,MS2 available,441140.3435,9170671.858,10066867.39,1321958.499,39760499.06,30449809.77,1586989.06,1066103.416,1331094.5,300409.3837,4307724.377,6136450.629,28277045.75,14446.350919999999,21837604.3,3484451.472,4598219.919,6397324.557,149223.8348,3092203.4189999998,1739825.201,933873.9148,1947767.769,1541943.657
199.11875,5.44,Unknown 181,Dodecanoate (n-C12:0),0.05160000000000764,MS2 available,5295254.313,5638693.377,6256380.573,11819401.85,13274204.55,12597830.71,1450584.124,1487257.813,1144725.865,3685045.5960000004,1892866.795,2326219.176,13484667.58,390654.5525,12838192.94,2348487.2090000003,2858554.341,3647400.5130000003,2734438.3060000003,2209343.557,2257802.713,725621.4694,859038.7023,879573.3709999999
199.11891,6.39,Unknown 182,Dodecanoate (n-C12:0),0.0514400000000137,MS2 available,3078529.563,3143060.684,3185998.188,5940362.036,9422376.988,5627373.454,736174.8013,545418.3329,785787.1631,2671207.389,864775.1390000001,1959557.852,5484280.295,23039.29838,7213860.188999999,1622812.2319999998,868174.2109999999,2242306.511,961349.3101,610547.3339,472344.914,284473.4742,592049.4023,398274.4677
200.03177,5.58,Unknown 183,4 Maleylacetoacetate C8H6O6,0.00031999999998788553,MS2 available,6663354.254,5889726.844,5614244.102999999,592304.3734,218364.5414,628897.091,1186142.364,2020106.073,5336955.147,429490.9675,741471.047,614527.1611,947835.8347,11174.58227,1038669.6190000001,357115.6397,264754.2514,227653.6708,200743.5734,138328.9707,117340.2498,553293.9758,637286.9983,764325.7353
200.08511000000001,3.91,Unknown 184,4 Maleylacetoacetate C8H6O6,0.05302000000003204,MS2 available,1102500.355,1139625.7659999998,1237751.909,5457142.244,4305541.558999999,4611580.161,217925.173,139420.2274,206592.4053,1228737.6709999999,625127.4125,852350.0795,7026530.475,17014.88789,6273560.674,1017635.9240000001,1095179.4409999999,3667055.526,1030245.377,809248.8004,639493.4828,115385.2238,268759.6548,595994.7515
200.08518999999998,4.07,Unknown 185,4 Maleylacetoacetate C8H6O6,0.05310000000000059,MS2 available,2352630.4280000003,2223875.706,2191895.292,10610655.84,16680738.54,9423090.757000001,613396.6015,502330.6247,627397.983,2189520.56,1065246.447,1330329.897,14390505.91,25823.220540000002,12905613.78,1555778.05,1071828.127,2247509.624,1341507.992,1081943.0790000001,832150.4909999999,361134.0045,306025.4592,595994.7515
200.10273,5.29,Unknown 186,4 Maleylacetoacetate C8H6O6,0.0706400000000258,MS2 available,901932.1949,1243372.957,1064553.264,3137953.753,3183950.191,2890253.216,334250.3407,286767.7682,301059.4588,850535.6753,406801.5627,590281.2669,2698019.546,106863.5517,2804021.3389999997,488581.88399999996,549964.1837,669057.5347,520579.2737,378077.3541,340107.2238,172937.2506,200830.0481,154779.2699
200.10289,4.08,Unknown 187,4 Maleylacetoacetate C8H6O6,0.07080000000001974,MS2 available,1043839.7940000001,1099652.57,1094238.127,2884837.462,3984403.55,2946060.373,489172.6018,454128.8704,342489.9816,1183918.236,415391.153,606323.1564,3062072.421,14427.23057,2904983.26,573508.1875,670673.9134,907184.8472,519062.5251,585742.3123,526586.4907,188740.8345,193862.23,247422.4079
200.23731,3.5,Unknown 188,Dodecanoate (n-C12:0),0.0589599999999848,MS2 available,2949795.275,1869785.1830000002,2279972.225,2902961.486,2592345.4590000003,2738427.189,1555790.2880000002,731563.2447,658993.3672,1384539.111,1542670.365,2411186.799,259793.8887,7829.050245,238491.0716,302883.523,340303.8256,332765.0261,365564.9733,332091.8145,429423.8474,272818.1781,375095.4607,277322.1697
202.10727,3.52,Unknown 189,Indolepyruvate C11H8NO3,0.05629999999999313,MS2 available,2441418.183,2416810.235,1803287.406,1489491.2480000001,2145154.725,1396368.106,1922992.565,1414013.928,1494615.1169999999,7524479.0,4168350.497,4639027.3719999995,538230.2412,24384.21444,490073.4614,487679.0797,647574.1707,626804.4094,149582.0445,442198.8426,96328.26111,1556718.179,2364311.595,1529561.119
202.14325,4.97,Unknown 190,Indolepyruvate C11H8NO3,0.09227999999998815,MS2 available,468420.1596,320799.7468,411630.8583,5183247.78,6252033.576,4498829.648,30343.88452,29259.4311,31216.21274,28150.62473,28321.4299,25439.204990000002,35885.85383,8099.343274,25273.240130000002,39208.91171,31854.932460000004,34798.70245,30757.58693,30939.579130000002,23370.52642,26604.70213,32894.41988,28199.99045
202.96921,5.95,Unknown 191,Mercury  charged 2  Hg,0.008340000000004011,MS2 available,1423531.46,908418.0867,925540.1997,959535.2369,749255.7897,687321.4793,1410370.209,1225152.856,1765292.366,1089608.247,1408550.385,1657116.289,533374.4466,9674.489137,447829.7261,482729.1536,694732.6451,585306.8387,512924.0889,538618.3255,407868.2797,1951984.581,1996084.6630000002,1914071.257
203.10258000000002,4.45,Unknown 192,Ala L asp L C7H11N2O5,0.03523000000001275,MS2 available,4847124.541999999,4698981.467,4997425.182,1712321.3190000001,1077588.682,973588.4007,9101806.836000001,8985985.561,9883034.636,704736.3825,985239.1769,1271338.697,2556118.097,16359.069290000001,2520441.249,1590256.981,1143617.01,1107874.29,1171540.572,268390.4638,781748.1835,1185132.996,1258252.649,1393568.4919999999
204.08629,5.16,Unknown 193,L-Tryptophan,0.0035900000000026466,MS2 available,752745.1004,868514.6191,1630099.264,4415598.719,3979807.255,1109922.024,467655.8483,682566.8302,446489.3297,649910.1556,949796.2519,776050.7814,520193.0181,8224.11942,1276128.18,521113.9545,470461.6128,500964.0803,475898.2839,574766.8913,369863.74799999996,688972.7477,782170.7649,694458.9816
204.08652,4.55,Unknown 194,L-Tryptophan,0.003359999999986485,MS2 available,11136445.43,11063144.97,10779194.23,4137775.749,2509447.57,4001539.166,16244392.57,17292432.11,20175476.99,878794.8154,502792.2017,1384179.145,8556947.189,19178.54233,9342464.078,2953162.267,2665492.824,2151338.482,2630298.0130000003,2807359.375,2530584.764,1483043.341,1539740.88,1763733.125
204.08656000000002,4.68,Unknown 195,L-Tryptophan,0.0033199999999737884,MS2 available,5539466.557999999,5055494.666,5201061.052,2303534.616,2186803.6890000002,2273310.409,9840139.492999999,8678224.037999999,9397060.796,1074124.084,812810.4543,915119.6808,4739256.636,10918.02996,5138364.501,1959254.981,1848203.524,1557061.428,2089454.2380000001,1987929.8730000001,1634351.5980000002,807414.7892,956884.7873,997357.3163
205.06069,5.54,Unknown 196,Lipoamide C8H15NOS2,0.0011799999999766442,MS2 available,1601744.614,1754573.382,1615141.842,1934866.092,1846062.157,2013079.116,2201903.376,1932980.676,2152798.452,1817501.4519999998,1741410.8169999998,1787169.7340000002,1233246.134,47447.87955,1085539.767,1282542.413,1538329.041,1616162.975,1302591.5590000001,1153799.054,388085.6109,1760851.7980000002,1314406.433,1814025.237
206.11326,4.81,Unknown 197,Lipoamide C8H15NOS2,0.04574999999996976,MS2 available,3560759.088,6734517.476,7087640.65,3924412.8210000005,2181799.088,3111797.643,252075.295,166317.9835,507691.9427,117239.4598,124544.1155,260455.2255,2128234.181,14145.3935,1560486.124,89461.02279,282212.3047,347233.1824,80936.90053,771610.8559,739751.4106,145877.9093,140811.2132,121777.0604
206.11344,4.72,Unknown 198,Lipoamide C8H15NOS2,0.04592999999997005,MS2 available,3560759.088,4544337.876,5456348.732000001,3423448.958,2181799.088,3111797.643,252075.295,506590.5334,507691.9427,121411.8984,79455.89967,260455.2255,2128234.181,15856.810419999998,1560486.124,516391.2224,282212.3047,347233.1824,624870.4485,737346.1517,718402.7715,145877.9093,160982.5456,110648.7982
207.07633,5.84,Unknown 199,Dihydrolipoamide C8H17NOS2,0.0011700000000018917,MS2 available,4388956.4,5171267.68,4725089.127,4829608.749,4449270.94,5179103.265,4609491.036,4718290.648,5462951.942000001,3585879.115,3348994.728,5183086.771000001,2963190.402,9196.343990000001,1616839.388,2430991.648,2839226.519,3168626.202,977110.5297,1399565.979,526074.3520000001,4013248.845,5513720.869,5082021.328
207.15904,0.91,Unknown 200,Dihydrolipoamide C8H17NOS2,0.08387999999999352,MS2 available,2408722.2180000003,2476385.644,3024510.6119999997,2889056.827,3286052.4669999997,2683354.462,2818728.171,3056605.9460000005,3082430.835,2899079.18,3326269.933,3577245.316,4139949.6210000003,7347.4528980000005,3771393.605,3627447.082,3572963.999,2686452.8710000003,3511988.2169999997,3584865.9260000004,3016929.212,2756568.945,4346163.696,3079043.042
209.10182,3.97,Unknown 201,2-Oxo-3-hydroxy-4-phosphobutanoate,1.864200000000011,MS2 available,609318.8081,463448.8579,437079.2043,322096.4571,260916.9692,534183.6283,618102.1657,677546.3570000001,409614.8985,273806.4481,169744.3503,428827.7235,1323470.435,7786.759940999999,1211422.936,998269.5024,944130.3572,884237.0324,910932.4836,1200152.285,781135.6201,948085.7437,809451.4772,942301.0412
209.10187,3.48,Unknown 202,2-Oxo-3-hydroxy-4-phosphobutanoate,1.8641500000000235,MS2 available,5212432.928,4737412.466,4058330.0960000004,3798511.755,3407758.796,6727121.158,5657453.113,6034957.437999999,3470034.9310000003,4154791.4280000003,2489060.6659999997,5398810.146000001,10616558.43,15598.323,8661700.024,10151260.73,9027988.555,8104979.385,9633605.192,11879358.23,8795086.187,10357836.98,8402721.92,10111741.65
209.15348999999998,0.85,Unknown 203,2-Oxo-3-hydroxy-4-phosphobutanoate,1.812530000000038,MS2 available,891574.6969,1578824.4730000002,942349.6903,340114.3601,642162.9117,286844.3338,611082.0853,880101.3137,762744.3197,602157.5174,879771.0795,893228.228,2667735.131,35725.38025,389528.6121,505761.06299999997,1098122.4340000001,431901.0441,1052667.116,963095.7012,379592.9233,1156893.785,1278986.963,1035839.945
213.01556000000002,5.3,Unknown 204,1-deoxy-D-xylulose 5-phosphate,0.0021299999999655483,MS2 available,256440.6839,204068.0083,1187319.4270000001,1558532.2480000001,1698593.325,438272.3677,1091571.272,282567.7103,364649.5246,649891.9501,974678.646,667023.3439,3604808.396,9470.623112000001,741820.2708,494998.7711,967725.9442,449437.117,487144.278,283032.161,742724.5487,819664.6749,994705.8201,799991.9377
213.08678999999998,3.49,Unknown 205,Dethiobiotin,0.03768000000005145,MS2 available,1437374.325,1380497.333,1374322.48,2449407.695,2013302.3909999998,1762734.85,944264.5668,666426.3059,1078070.558,874380.3865,612798.3684,641810.9891,1601183.7230000002,16009.994059999999,1397155.2140000002,894372.1294,982174.9876,1017838.475,768493.6432,619173.2002,586918.5160000001,648327.7357,714647.041,526473.4164
213.08693,3.49,Unknown 206,Dethiobiotin,0.037540000000035434,MS2 available,1437374.325,1380497.333,1374322.48,2449407.695,2013302.3909999998,1762734.85,944264.5668,666426.3059,1078070.558,874380.3865,612798.3684,641810.9891,1601183.7230000002,13575.98774,1397155.2140000002,894372.1294,982174.9876,1017838.475,768493.6432,619173.2002,586918.5160000001,648327.7357,714647.041,526473.4164
213.11206,0.89,Unknown 207,Dethiobiotin,0.012410000000016908,MS2 available,1820597.795,2177258.184,2041766.3590000002,2240524.0409999997,1812247.0369999998,424732.1641,1761257.166,635336.422,1100874.0790000001,979588.6414,1810409.041,1852871.532,353922.4035,10535.52527,1506453.1719999998,1952487.64,1671280.529,1871234.8480000002,1158278.795,1924330.313,1153095.087,1028043.995,2026664.6230000001,1503482.676
214.25277999999997,2.58,Unknown 208,Dethiobiotin,0.12030999999993242,MS2 available,6113000.289,5218563.592,6715208.1110000005,6702050.168,7605415.28,2706606.9560000002,836976.2647,1120659.706,872776.7967,744131.7258,1032832.67,1412152.7240000002,432349.0538,14907.63635,329255.4799,566311.8217,616495.7576,604335.5472,523583.6558,596822.5671,465890.4921,265002.9656,255289.4499,138174.3114
214.84966,5.72,Unknown 209,2-Deoxy-D-ribose 1-phosphate,0.18258000000000152,MS2 available,7454876.312000001,6591776.105,6628342.103999999,6729690.08,6377264.151000001,6472075.057999999,4832273.508,5647434.83,5874619.334,4914596.985,5200222.93,5645487.221,9559968.862,34368.03566,9094766.894,8921205.482,10521683.02,9996940.637,10250024.29,9890158.529,8679959.256000001,7347914.597,7437642.328,7942053.522999999
215.13894,3.42,Unknown 210,Sn-Glycero-3-phosphoethanolamine,0.08306999999996378,MS2 available,1744104.074,1969487.507,1533500.033,1940516.959,1317508.615,1382189.2,3948400.412,3045645.1539999996,4923823.415,2943394.6560000004,4655777.294,4841399.992,1838034.2030000002,18422.257859999998,1586695.582,3807424.5689999997,3432854.705,2753110.9439999997,5500141.442000001,4590531.2469999995,3969011.395,4580290.065,6040718.382999999,5292119.09
216.06291000000002,5.29,Unknown 211,Sn-Glycero-3-phosphoethanolamine,0.0009600000000205,MS2 available,1105698.706,1138195.0929999999,1109216.203,2712824.39,3150785.1289999997,3231886.41,4801432.532,2774128.006,7149302.99,2139280.664,11164379.88,6273971.915,2043378.836,7690.831711,2210846.924,1169978.4540000001,953947.791,840216.9055,1892706.1430000002,1721363.481,1430716.4919999999,16156471.85,15180043.95,18084243.58
216.10898999999998,3.88,Unknown 212,Gamma-glutamyl-gamma-butyraldehyde,0.0020200000000443197,MS2 available,589839.8177,1304607.246,296626.0121,89243.7326,278396.8333,1600967.23,48005.404160000006,196043.7627,82116.26421000001,96547.97406000001,1264196.435,26096.8187,6798.1243030000005,6256.07466,6966.9681519999995,7223.528956,30897.42911,26006.32575,6632.499117,6713.6726180000005,17289.0594,376984.1553,554995.9025,447805.235
217.11825,3.49,Unknown 213,L-alanine-L-glutamate,0.03524999999999068,MS2 available,1273866.5790000001,1369144.11,1186811.95,925880.6853,870471.6977,667838.5426,2200963.153,1528033.497,2152924.141,1033230.7270000001,1159311.85,1274318.665,560061.6158,16301.75768,500113.5601,1413196.029,270821.9712,671574.4451,1956550.2119999998,1375298.9209999999,1354940.273,1017090.715,751798.7366,765227.1019
