,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
DADNt2,Deoxyadenosine transport in via proton symport,dad_2_e + h_e --> dad_2_c + h_c,0.0,0.0,2.14714517466804,2.73437685718992,2.11078232419474,2.1251242914199,2.40842026563108,1.9138637549857,0.0,0.0,0.0,0.0,0.0,0.0
DAGK140,Diacylglycerol kinase (n-C14:0),12dgr140_c + atp_c --> adp_c + h_c + pa140_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DAGK160,Diacylglycerol kinase (n-C16:0),12dgr160_c + atp_c --> adp_c + h_c + pa160_c,0.0,0.0,154.6878067141277,120.91281078256893,155.3719336896386,141.57375636649732,137.5361700628474,110.8915175682889,0.0,0.0,0.0,0.0,0.0,0.0
DAGLIPA160ex,Diacyl sn glycerol lipase  extracellular hexadecanoate ,12dgr160_e + h2o_e --> 1ag160_e + h_e + hdca_e,0.0,0.0,3.22071776200206,4.06821922655086,5.506388671812348,2.73230266039702,2.66463518750673,2.87079563247855,0.0,0.0,0.0,0.0,0.0,0.0
DAGLIPA180ex,Diacyl sn glycerol lipase  extracellular octadecanoate ,12dgr180_e + h2o_e --> 1ag180_e + h_e + ocdca_e,0.0,0.0,3.22071776200206,4.06821922655086,5.506388671812348,2.73230266039702,2.66463518750673,2.87079563247855,0.0,0.0,0.0,0.0,0.0,0.0
DAGLIPA181d9ex,Diacyl sn glycerol lipase  extracellular nC181d9 ,dag181d9_e + h2o_e --> 1ag181d9_e + h_e + ocdcea_e,0.0,0.0,3.22071776200206,4.06821922655086,5.506388671812348,2.73230266039702,2.66463518750673,2.87079563247855,0.0,0.0,0.0,0.0,0.0,0.0
D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,5d4dglcr_c + h_c --> 25dop_c + co2_c + h2o_c,0.0,0.0,18.2040569156638,14.8056502999064,15.234341992014198,12.4471565640309,15.2704093437886,12.9467254013738,0.0,0.0,0.0,0.0,0.0,0.0
Cobalt2abcppI,Cobalt II transport via ABC system periplasm I,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,0.0,111.324809599636,92.43527619671292,119.21331474473699,117.387818002242,94.79952109398953,82.971622789674,0.0,0.0,0.0,0.0,0.0,0.0
DALAabcpp,D-alanine transport via ABC peptide transporter,ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c,0.0,0.0,5.64792535075723,7.13605667608101,6.240573828054,5.36340892596451,9.68492404689946,7.993195682587321,0.0,0.0,0.0,0.0,0.0,0.0
CYSTL,Cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,0.0,0.0,0.9335413802904508,0.8669975400846079,1.19305087889268,1.01196394829519,1.63977550000414,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
CYO1b,CYO1b,2.0 focytc_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c,0.0,0.0,316.423850849448,345.0650209536741,336.899213570386,243.883311539141,334.46295901647005,176.582076452651,48.40346839373595,93.20880826430043,48.89033419854926,70.63452523705385,60.48988813674367,94.6149414824006
CYP1,MNXR19061,chol4en3one_c + nadh_c + o2_c --> h2o_c + h_c + hchol_c + nad_c,0.0,0.0,55.1256185061511,45.350640558271806,58.551266210271294,61.628604451177196,55.2399371563896,55.9523697781113,0.0,0.0,0.0,0.0,0.0,0.0
CYP2,CYP2,hchol_c + nad_c --> h_c + nadh_c + ochol_c,0.0,0.0,55.1256185061511,45.350640558271806,58.551266210271294,61.628604451177196,55.2399371563896,55.9523697781113,0.0,0.0,0.0,0.0,0.0,0.0
CYP3,CYP3,h_c + nadh_c + o2_c + ochol_c --> cchol_c + h2o_c + nad_c,0.0,0.0,55.1256185061511,45.350640558271806,58.551266210271294,61.628604451177196,55.2399371563896,55.9523697781113,0.0,0.0,0.0,0.0,0.0,0.0
CYSK2_I,O-Phospho-L-Serine-dependent S-Suflocysteine Synthase,h_c + pser__L_c + tsul_c --> pi_c + scys__L_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CYSS,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c + h_c,0.0,0.0,215.22796522596343,210.41363376668778,224.293565231823,247.42518535817388,283.68116150071603,213.78983945399045,0.0,0.0,0.0,0.0,0.0,0.0
CYSTA,Cysteine transaminase,akg_c + cys__L_c --> glu__L_c + mercppyr_c,0.0,0.0,1.40031207043568,1.60061084323312,2.84496748043638,1.51794592244279,1.63977550000414,2.25160441763023,0.0,0.0,0.0,0.0,0.0,0.0
CYSTGL,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,0.6775847887317664,0.0,93.02739854594351,95.7698821201152,98.28903779185049,89.0528274499769,106.329192578394,84.3225854402522,0.0,0.0,0.0,0.0,0.0,0.0
CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,0.6775847887317664,0.0,409.4045723263775,412.15729213252934,367.8267632770648,289.62408200208375,481.7865390949665,423.52679095624615,0.0,0.0,0.0,0.0,0.0,0.0
CYTOM,Cytosine 5 methyltransferase,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,0.0,0.0,333.927751729895,356.53606533017796,392.42196601116,362.687879068997,308.99519578203,290.851000647386,0.0,0.0,0.0,0.0,0.0,0.0
CYSabc,L-cysteine transport via ABC system,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,0.0,186.1481512299158,194.4742174528243,167.02712304497462,187.92170519841747,228.9536541880782,245.0871408590508,0.0,0.0,0.0,0.0,0.0,0.0
CYSabcpp,L-cysteine uptake via ABC system (periplasm),atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,0.0,2.2871763817116038,2.6009926202538303,2.38610175778535,1.619142317272306,2.049719375005175,2.9833758533600547,0.0,0.0,0.0,0.0,0.0,0.0
CYSt2r,L cysteine reversible transport via proton symport,cys__L_e + h_e --> cys__L_c + h_c,0.0,0.0,74.403248009149,78.9634682661674,64.0576548820837,26.614651840163496,68.66559906267351,56.1775302198743,0.0,0.0,0.0,0.0,0.0,0.0
CYStpp,L-cysteine export via facilitated transport,cys__L_c --> cys__L_p,0.0,0.0,1.68037448452281,2.0007635540414,1.5601434570135,1.31555313278375,1.38356057812849,2.70192530115628,0.0,0.0,0.0,0.0,0.0,0.0
CYTBD,Cytochrome oxidase bd (ubiquinol-8: 2 protons),2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,0.0,0.0,91.4870552684642,58.422295778009,102.6023755847702,76.20088530662801,82.8599057345843,53.1941543665143,60.53293363856623,58.422295778009,59.56438407589337,76.20088530662801,77.61647125093303,53.1941543665143
CYTD,Cytidine deaminase,cytd_c + h2o_c + h_c --> nh4_c + uri_c,0.0,0.0,49.057599534263204,53.687155366777716,41.8485539057739,45.2347884887951,52.31908704700721,52.12464226813989,0.0,0.0,0.0,0.0,0.0,0.0
CYTDH,Cytidine hydrolase,cytd_c + h2o_c --> csn_c + rib__D_c,0.0,0.0,7.795070525425269,7.736285742293428,7.15830527335606,7.79212240187298,5.790457234389629,6.3044923693646515,0.0,0.0,0.0,0.0,0.0,0.0
CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,0.0,0.0,171.304843283298,151.457801040934,194.100200681385,139.246239285418,183.91107092234,131.718858431369,0.0,0.0,0.0,0.0,0.0,0.0
DAGLIPA182d9d12ex,Diacyl sn glycerol lipase  extracellular nC181d9d12 ,dag182d9d12_e + h2o_e --> 1ag182d9d12_e + h_e + lnlc_e,0.0,0.0,3.22071776200206,4.06821922655086,5.506388671812348,2.73230266039702,2.66463518750673,2.87079563247855,0.0,0.0,0.0,0.0,0.0,0.0
DALAt2pp,D-alanine transport in via proton symport (periplasm),ala__D_p + h_p --> ala__D_c + h_c,0.0,0.0,288.230901164677,280.973895105881,252.46792060259602,251.473041151355,269.435611844431,213.67725923310903,0.0,0.0,0.0,0.0,0.0,0.0
CYANt2pp,Cyanate transport via proton symport  periplasm ,cyan_p + h_p --> cyan_c + h_c,0.0,0.0,37.341655211618,72.627717011703,61.0291411125869,53.2293036803271,44.0177235782362,102.78574166482001,0.0,0.0,0.0,0.0,0.0,0.0
DHAPT,Dihydroxyacetone phosphotransferase,dha_c + pep_c --> dhap_c + pyr_c,0.0,0.0,7.188268628236481,12.13796556118452,10.27859218738306,78.3260095980478,22.854371031307807,87.6437019562567,0.0,0.0,0.0,0.0,0.0,0.0
DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,0.0,0.0,4902.67926687136,4906.472463575739,3759.7621851134704,4910.25146991793,4670.9005117618,7213.46507276197,90.59991758753843,148.3236989869692,90.44655954439804,114.85792989373918,114.39262007017969,167.6321646989139
DESATPE160,PE160 desaturase  pe C160  pe C161d9 ,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pe160_c --> 4.0 h2o_c + 2.0 nadp_c + pe161_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DGAK,,glc__aD_c --> fru_c,0.0,0.0,3.22071776200206,2.73437685718992,1.83546289060412,2.6311062655675,3.17706503125802,2.98337585336006,3.2207177620020597,2.73437685718992,1.83546289060412,0.0,1.9984763906306953,0.0
DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,0.0,0.0,524.790286930277,502.5251126567329,447.944718451935,404.58318652841797,489.626715704362,536.27588216908,0.0,0.0,0.0,0.0,0.0,0.0
DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DGUNC,Diguanylate cyclase,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,0.0,0.0,425.60151527441644,453.03956075344206,546.5090756773758,575.3015046058163,429.72366696983596,481.3930244893438,0.0,0.0,0.0,0.0,0.0,0.0
DHACOAH,"2,3-dehydroadipyl-CoA hydratase",23dhacoa_c + h2o_c <=> 3hadpcoa_c,0.0,0.0,115.80580822503046,128.44902016945812,105.53911620973679,132.9720628059883,129.3372925628265,157.78117956543832,0.0,0.0,0.0,0.0,0.0,0.0
DHAK,Dihydroxyacetone kinase,atp_c + dha_c --> adp_c + dhap_c + h_c,0.0,0.0,66.6548545527382,52.2199287604807,64.05765488208371,66.081245823676,62.2602260157822,54.65769723797381,0.0,0.0,0.0,0.0,0.0,0.0
DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,0.0,0.0,4.7610610394813,4.535064055827181,4.038018359329065,2.529909870737983,3.945709796884972,4.27804839349744,0.0,0.0,0.0,0.0,0.0,0.0
DDPGA,2-dehydro-3-deoxy-phosphogluconate aldolase,4h2oglt_c <=> glx_c + pyr_c,0.0,0.0,12.182715012790378,12.938270982801079,11.37986992174553,12.851942143348932,14.04057771878547,14.52284849371495,0.0,0.0,0.0,0.0,0.0,0.0
DHBS,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,0.0,0.0,18.62415053679448,21.674938502115257,16.70271230449746,18.41774385897248,22.854371031307743,16.21155180693766,0.0,0.0,0.0,0.0,0.0,0.0
DHBSH,"2,3-dihydroxybenzoylserine hydrolase",23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DHBZS2H,23DHBS polymer hydrolase,23dhbzs2_c + h2o_c --> 2.0 23dhbzs_c + h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,-7.773797622584707e-17,0.0,0.0,0.0,0.0,0.0
DHBZS3H,23DHBS polymer hydrolase,23dhbzs3_c + h2o_c --> 23dhbzs2_c + 23dhbzs_c + h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,-1.5547595245169413e-16,0.0,0.0,0.0,0.0,0.0
DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",dhcinnm_c + o2_c --> h_c + hkntd_c,0.0,0.0,4.9944463845539095,9.603665059398741,4.03801835932906,2.02392789659038,5.07305545313781,9.400448443606221,0.0,0.0,0.0,0.0,0.0,0.0
DHEDAA,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",24dhhed_c --> pyr_c + sucsal_c,0.0,0.0,7.74839345641075,9.070128111654364,8.351356152248735,5.970587294941625,8.916279281272528,6.135622038042381,0.0,0.0,0.0,0.0,0.0,0.0
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,0.0,0.0,18.0640257086202,16.739721735479698,15.601434570135,22.667992441812306,24.1866886250611,15.817521033852401,0.00010879178200566657,0.00013725428107216577,0.00011576301865437455,0.00013216159902094024,0.00014219350123882246,0.00017365185560402194
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,0.0,0.0,,,,,,,0.00010879178200566657,0.00013725428107216577,0.00011576301865437455,0.00013216159902094024,0.00014219350123882246,0.00017365185560402194
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2dh3dgal6p_c <=> g3p_c + pyr_c,0.0,0.0,8.72861190571572,8.93674387471827,6.51589326164462,10.423228667440501,8.711307343772,10.0196396584545,0.0,0.0,0.0,0.0,0.0,0.0
DDGLK,2-dehydro-3-deoxygluconokinase,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,0.0,0.0,14.096474842385799,13.6718842859496,10.278592187383099,13.7627096968146,15.5778672500393,15.029459487681804,0.0,0.0,0.0,0.0,0.0,0.0
DALAt2r,D-alanine transport via proton symport,ala__D_e + h_e --> ala__D_c + h_c,0.0,0.0,3.1740406929875307,3.26791380493429,2.936740624966585,3.1370882397150925,2.6646351875067342,3.0396659638008128,0.0,0.0,0.0,0.0,0.0,0.0
DASYN160190,"CDP-diacylglycerol synthetase (C16:0, C19:0)",ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c,0.0,0.0,187.595140369366,181.73602282542802,170.422729392592,198.547326655517,253.96023056314098,144.215262949216,0.0,0.0,0.0,0.0,0.0,0.0
DAPDA,"N-acetyl-L,L-diaminopimelate deacetylase",h2o_c + n6all26d_c <=> 26dap_LL_c + ac_c,0.0,0.0,3.8275196591908505,3.4679901603384304,2.47787490231556,2.73230266039702,3.58700890625906,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
DAPabcpp,M-diaminopimelic acid ABC transport (periplasm),26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,0.0,0.0,1.3069579324066298,1.46722660629703,1.2848240234228798,0.910767553465672,1.58853251562901,2.25160441763023,0.0,0.0,0.0,0.0,0.0,0.0
DARBabcpp,D-arabinose transport via ABC system (periplasm),arab__D_p + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c,0.0,0.0,17.6439320874895,17.7401035125005,15.9685271482558,55.354427971747,22.751885062557502,63.5515346876133,0.0,0.0,0.0,0.0,0.0,0.0
DARBt3ipp,D-arabinose transport via proton antiport (periplasm),arab__D_c + h_p --> arab__D_p + h_c,0.0,0.0,28.4730120988588,20.2077118958182,20.6489575192963,23.376367205618898,24.6478754844373,23.247815612032102,0.0,0.0,0.0,0.0,0.0,0.0
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,0.0,0.0,176.53267501292405,136.25199803022,191.438779490009,147.34195087178,149.578271391003,122.54357042952499,0.0,0.0,0.0,0.0,0.0,0.0
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,0.0,0.0,176.53267501292405,136.25199803022,191.438779490009,147.34195087178,149.578271391003,122.54357042952499,0.0,0.0,0.0,0.0,0.0,0.0
DASYN141,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DASYN160,CDP-diacylglycerol synthetase (n-C16:0),ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,0.0,0.0,364.12781538229,317.988020855648,361.861508882601,345.889277527297,403.53850195414395,266.758833378741,0.0,0.0,0.0,0.0,0.0,0.0
DASYN161,CDP-diacylglycerol synthetase (n-C16:1),ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,0.0,0.0,176.53267501292405,136.25199803022,191.438779490009,147.34195087178,149.578271391003,122.54357042952499,0.0,0.0,0.0,0.0,0.0,0.0
DDGALK,2-dehydro-3-deoxygalactonokinase,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,0.0,0.0,9.9422157000933,8.536591163909991,6.51589326164462,8.29810437602057,8.55757839064661,7.82432535126506,0.0,0.0,0.0,0.0,0.0,0.0
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,0.0,0.0,176.53267501292405,136.25199803022,191.438779490009,147.34195087178,149.578271391003,122.54357042952499,0.0,0.0,0.0,0.0,0.0,0.0
DASYN181,CDP-diacylglycerol synthetase (n-C18:1),ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,0.0,0.0,176.53267501292405,136.25199803022,191.438779490009,147.34195087178,149.578271391003,122.54357042952499,0.0,0.0,0.0,0.0,0.0,0.0
DASYN190190,DASYN190190,ctp_c + h_c + pa190190_c --> cdpc19c19g_c + ppi_c,0.0,0.0,187.595140369366,181.73602282542802,170.422729392592,198.547326655517,253.96023056314098,144.215262949216,0.0,0.0,0.0,0.0,0.0,0.0
DATPHs,DATP amine hydrolysis (spontaneous),datp_c + h2o_c + h_c --> ditp_c + nh4_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
DBTS,Dethiobiotin synthase,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,0.0,0.0,117.066089088423,75.562170224297,119.305087889268,101.297591224349,94.9020070627397,75.0347172175275,0.0,0.0,0.0,0.0,0.0,0.0
DCAtex,Decanoate transport via diffusion (extracellular to periplasm),dca_e <=> dca_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,0.0,74.63663335422159,85.69937223144021,66.4437566398691,66.8908169823122,80.2977565158278,78.6935743961766,0.0,0.0,0.0,0.0,0.0,0.0
DCTPD2,DCTP deaminase,ctp_c + h2o_c + h_c --> nh4_c + utp_c,0.0,0.0,74.63663335422159,85.69937223144021,66.4437566398691,66.8908169823122,80.2977565158278,78.6935743961766,0.0,0.0,0.0,0.0,0.0,0.0
CYANtex,Cyanide transport via diffusion (extracellular to periplasm),cyan_e <=> cyan_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CYANST,Cyanide sulfurtransferase,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,0.0,0.0,9362.066409311805,8526.520654021311,6283.43188654961,6042.942717244738,7495.97748334706,9403.20665901781,0.0,0.0,0.0,0.0,0.0,0.0
CAATPS,CAATPS,atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c,0.0,0.0,10.8290800113692,8.46989904544195,16.3356197263766,15.1794592244279,10.7097837344021,11.3143121985919,0.0,0.0,0.0,0.0,0.0,0.0
CITACt,Citrate transport via acetate antiport,ac_c + cit_e <-- ac_e + cit_c,0.0,0.0,6.44143552400411,7.736285742293428,5.965254394463379,6.07178368977115,6.097915140640402,6.3607824798054,0.0,0.0,0.0,0.0,0.0,0.0
CHOD,MNXR6103,chsterol_c + o2_c --> chol4en3one_c + h2o2_c,0.0,0.0,51.20474470893121,67.1589632973231,51.3011877923851,68.20637011509591,71.33023425018021,74.2466556713569,0.0,0.0,0.0,0.0,0.0,0.0
CHOL1,MNXR19104,chsterol_c + nad_c --> chol4en3one_c + h_c + nadh_c,0.0,0.0,21.704837091753006,18.7404852895212,24.319883300504603,23.882349179766504,19.164876156298398,16.9996133531082,0.0,0.0,0.0,0.0,0.0,0.0
CHOLCOA,MNXR87732,cholc5coa_c + fad_c --> cholenec5coa_c + fadh2_c,0.0,0.0,28.706397443931397,25.5430813732619,34.2313829097668,34.204381452377504,30.335846750076605,15.9301012547339,0.0,0.0,0.0,0.0,0.0,0.0
CHOLD3,,chol_c + nadp_c --> betald_c + h_c + nadph_c,0.0,0.0,5.32118586765557,4.33498770042304,4.12979150385927,4.85742695181692,4.8680835156373,6.191912148483138,0.0,0.0,0.0,0.0,0.0,0.0
CHOLSH,CHOLINE-SULFATASE-RXN,chols_c + h2o_c --> chol_c + h_c + so4_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CHOLSabc_1,Choline sulfate transport in via ABC system,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,0.0,0.0,35.9413431411824,38.347968119127,37.443442968323986,44.93119930430648,29.362230046949158,58.4291346375045,0.0,0.0,0.0,0.0,0.0,0.0
CHSTEROLt_1,MNXR1163,atp_c + chsterol_e + h2o_c --> adp_c + chsterol_c + h_c + pi_c,0.0,0.0,0.4200936211307029,0.933689658552655,0.458865722651029,0.607178368977115,0.8711307343772,1.06951209837436,0.0,0.0,0.0,0.0,0.0,0.0
CIGAMS,Cys-1D-myo-inositol 2-deoxy-D-glucopyranoside synthase,atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c,0.0,0.0,212.754080568194,269.969695558653,195.201478415748,161.003464173765,231.77201832871003,289.837778659452,0.0,0.0,0.0,0.0,0.0,0.0
CITL,Citrate lyase,cit_c --> ac_c + oaa_c,0.0,0.0,273.80768683918944,237.9574786939913,256.4141658173949,299.3389359057172,270.5629575006836,310.1585085285642,0.0,0.0,0.0,0.0,0.0,0.0
CHLabcpp,Choline transport via ABC system (periplasm),atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,0.0,0.0,19.8844314001866,19.407406474201572,17.2533511716787,21.251242914199,18.65244631254711,28.7079563247854,0.0,0.0,0.0,0.0,0.0,0.0
CITt14,Citrate transport in via Ca complex,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,0.0,0.0,208.59982142590096,248.22806493807,178.31521982219,156.753215590925,243.199203844364,164.14196204524401,0.0,0.0,0.0,0.0,0.0,0.0
CITt4pp_1,Citrate transport via sodium symport  periplasm ,cit_p + na1_p --> cit_c + na1_c,0.0,0.0,7.74839345641074,5.46875371437984,6.240573828054,5.66699811045307,7.99390556252019,6.7548132528907,0.0,0.0,0.0,0.0,0.0,0.0
CITt_kt,Citrate proton symport periplasm ,cit_p + h_p --> cit_c + h_c,0.0,0.0,210.98035194564162,250.82905755832383,180.88486786903576,159.08073267200396,246.17129693812151,165.0426038122961,0.0,0.0,0.0,0.0,0.0,0.0
CITtex,Citrate transport via diffusion (extracellular to periplasm),cit_e <=> cit_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CITtupp,Citrate transport periplasm ,cit_p --> cit_c,0.0,0.0,7.74839345641074,5.46875371437984,6.240573828054,5.66699811045307,7.99390556252019,6.7548132528907,0.0,0.0,0.0,0.0,0.0,0.0
CLPNH140pp,"Cardiolipin hydrolase (periplasm, n-C14:0)",clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CLPNS140pp,"Cardiolipin synthase (periplasmic, n-C14:0)",2.0 pg140_p <=> clpn140_p + glyc_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CMCBTFL,CMCBTFL,cmcbtt_c + fe3_e --> fcmcbtt_c,0.0,0.0,23.1518262312032,20.5411724881584,26.1553461911087,22.4655996521533,20.599679718801998,12.7215649596108,0.0,0.0,0.0,0.0,0.0,0.0
CHLt3pp,Choline transport via proton antiport (periplasm),chol_c + h_p --> chol_p + h_c,0.0,0.0,2.28717638171161,1.86737931710531,2.56964804684576,2.32751708107894,2.56214921875647,2.70192530115628,0.0,0.0,0.0,0.0,0.0,0.0
CHLabc_rev,T00114b,atp_c + chol_c + h2o_c --> adp_c + chol_e + h_c + pi_c,0.0,0.0,36.0346972792114,30.0114533106211,29.275633105135693,28.7397761315834,35.2551732500891,27.188123342885,0.0,0.0,0.0,0.0,0.0,0.0
CMCBTFtex,Carboxymycobactin secretion  to extracellular ,cmcbtt_p + h_p --> cmcbtt_e + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CBPAH,N-carbamoylputrescine amidohydrolase,Ncbmpts_c + 2.0 h2o_c + h_c --> hco3_c + nh4_c + ptrc_c,0.0,0.0,8.26184121557049,10.6040468364194,9.636180175671619,6.8813548484073,8.96752226564765,8.10577590346883,0.0,0.0,0.0,0.0,0.0,0.0
CARBSARAH,N carbamoylsarcosine amidohydrolase,Ncarbsar_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + sarcs_c,0.0,0.0,6.86152914513482,7.736285742293428,7.8007172850675,8.702889955338652,8.14763451564558,8.33093634523186,0.0,0.0,0.0,0.0,0.0,0.0
CARNabcpp,Carnosine transport via ABC system  periplasm ,atp_c + carn_p + h2o_c --> adp_c + carn_c + h_c + pi_c,0.0,0.0,3.5941343141182394,3.668066515742578,4.22156464838947,4.756230556987403,3.6382518906341903,4.61578905614197,0.0,0.0,0.0,0.0,0.0,0.0
CARNtex,L Carnosine transport via diffusion  extracellular to periplasm ,carn_e <=> carn_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,0.0,0.0,851.7631553770083,1076.277407837339,707.8462637614782,1855.0311136199157,1323.9649873002195,3238.7077943193262,7.591120797623116,9.560816102586374,10.095230562219513,9.033956811377989,0.0,22.16680858207307
CATDOX,"Catechol 1,2-dioxygenase;",catechol_c + o2_c --> ccmuac_c + 2.0 h_c,0.0,0.0,21.51812881569489,31.67875627232223,19.272360351343274,17.20338712101826,36.28003293759163,23.810716716439753,0.0,0.0,0.0,0.0,0.0,0.0
CATpp,Catalase  periplasm ,2.0 h2o2_p --> 2.0 h2o_p + o2_p,0.0,0.0,6.021341902873409,7.46951726842124,7.250078417886262,7.994515191532011,13.681876828159531,6.52965281112767,0.0,0.0,0.0,0.0,0.0,0.0
CAt4,Calcium transport inout via proton antiporter,ca2_c + h_e --> ca2_e + h_c,0.0,0.0,4.57435276342321,4.9352167666354605,4.40511093744988,4.65503416215788,5.02181246876268,4.89723960834575,0.0,0.0,0.0,0.0,0.0,0.0
