name,genes,reaction_id,reaction
Gly-Cys ABC transporters ,WP_005243784_1,GLYCYSabc,atp_c + gly_cys_e + h2o_c --> adp_c + gly_cys_c + pi_c
Dipeptide transport via ABC system ala-gln ,WP_005243784_1,ALAGLNtr,ala_gln_e + atp_c + h2o_c --> adp_c + ala_gln_c + h_c + pi_c
Tripeptide transport,WP_005243784_1,GLYGLYGLNtr,atp_c + glyglygln_e + h2o_c --> adp_c + glyglygln_c + h_c + pi_c
Dipeptide transport via ABC system gly-met ,WP_005243784_1,GLYMETtr,atp_c + gly_met_e + h2o_c --> adp_c + gly_met_c + h_c + pi_c
Tripeptide transport,WP_005243784_1,LYSGLUGLYtr,atp_c + h2o_c + lysglugly_e --> adp_c + h_c + lysglugly_c + pi_c
Gly-Phe ABC transporters ,WP_005243784_1,GLYPHEtr,atp_c + gly_phe_e + h2o_c --> adp_c + gly_phe_c + pi_c
Phosphoenolpyruvate carboxykinase (GTP),WP_005243743_1,PEPCK_re,gtp_c + oaa_c --> co2_c + gdp_c + pep_c
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",WP_005243714_1,AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",WP_005243714_1,AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",WP_005243714_1,AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c
Fatty-acyl-ACP hydrolase,WP_005243707_1,FA120ACPHi,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c
Fatty-acyl-ACP hydrolase,WP_005243707_1,FA140ACPHi,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c
Fatty-acyl-ACP hydrolase,WP_005243707_1,FA141ACPHi,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c
Fatty-acyl-ACP hydrolase,WP_005243707_1,FA161ACPHi,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c
Fatty-acyl-ACP hydrolase,WP_005243707_1,FA160ACPHi,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c
2-Methylacetyl-CoA thiolase,WP_005243703_1 or WP_005244682_1 or WP_005248351_1 or WP_005249328_1 or WP_005251119_1 or WP_005252295_1 or WP_025431690_1,MACCOAT,2maacoa_c + coa_c --> accoa_c + ppcoa_c
Fatty acid synthase  n C140 ,WP_005243692_1 or ( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 ),FAS140,ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c
,WP_005243682_1 or WP_005248778_1,GLYCS_II,h2o_c + lgt_s_c --> gthrd_c + h_c + lac__L_c
MNXR26399,WP_005243653_1 and WP_005243655_1 and WP_005243657_1,COCO2,co_c + 2.0 fdxox_c + h2o_c <=> co2_c + 2.0 fdxrd_c + 2.0 h_c
Cobalt transport via ABC system,WP_005243613_1 or WP_005248242_1 or ( WP_005237765_1 and WP_005252471_1 and WP_025433178_1 ),COabc,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c
Biotin ABC transporter ,WP_005243611_1 and WP_007299149_1,BTNt,atp_c + btn_e + h2o_c --> adp_c + btn_c + h_c + pi_c
Riboflavin transport in via proton symport,WP_005243611_1,RIBFLVt2,h_e + ribflv_e --> h_c + ribflv_c
Facilitated diffusion,WP_005243611_1,r0963,fol_e --> fol_c
Acetoin dehydrogenase,WP_005243585_1 or WP_005250876_1,ACTDa,actn__R_c + nadp_c --> diact_c + h_c + nadph_c
Acetoin dehydrogenase,WP_005243585_1 or WP_005250127_1 or WP_005250876_1,ACTD,actn__R_c + nad_c --> diact_c + h_c + nadh_c
Pyruvate dehydrogenase (dihydrolipoamide) reversible,WP_005243581_1 or WP_005252807_1 or WP_025432898_1,PDHbr,adhlam_c + coa_c <=> accoa_c + dhlam_c
2-alpha-Hydroxyethylthiamine diphosphate lipoamide ,WP_005243580_1 or WP_025431990_1 or WP_025432670_1 or WP_226955609_1,ACLS_d,hethmpp_c + lpam_c <=> adhlam_c + thmpp_c
N-Acetylneuraminate lyase,WP_005243568_1,ACNML,acnam_c --> acmana_c + pyr_c
Gluconate 2 dehydrogenase  periplasm ,WP_005243554_1,GAD2ktpp,glcn_p + q8_c <=> 2dhglcn_p + q8h2_c
Ketoinositol reductase,WP_005243493_1 or WP_025431999_1,INOSR,inost_c + nadp_c <-- 2ins_c + h_c + nadph_c
Xylulokinase,WP_005243468_1 or WP_025433326_1,XYLK,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c
1-Deoxy-D-xylulose kinase,WP_005243468_1 or WP_025433326_1,DXYLK,atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c
Melibiose transport in via antiport (periplasm),WP_005243448_1 or WP_025431793_1 or WP_037181792_1,MELIBt3ipp,h_p + melib_c --> h_c + melib_p
L-arabinose transport via proton antiport (periplasm),WP_005243448_1 or WP_025431793_1 or WP_037181792_1,ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c
Lactose transport via proton aniport (periplasm),WP_005243448_1 or WP_025431793_1 or WP_037181792_1,LCTSt3ipp,h_p + lcts_c --> h_c + lcts_p
"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",WP_005243411_1 or WP_025432001_1 or WP_025433530_1,DHEDAA,24dhhed_c --> pyr_c + sucsal_c
Glycolate dehydrogenase (NAD),WP_005243405_1 or WP_005244620_1 or WP_025433016_1,GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c
Hydroxymethylglutaryl CoA synthase,WP_005243387_1,HMGCOAS,coa_c + h_c + hmgcoa_c <-- aacoa_c + accoa_c + h2o_c
Nickel transport via ABC system,WP_005243362_1 or ( WP_005245505_1 and WP_005251668_1 ) or ( WP_005237765_1 and WP_005252471_1 and WP_025433178_1 ),NIabc,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c
Nickle (Ni+2) ABC transporter (periplasm),WP_005243362_1,NI2abcpp,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,WP_005243351_1 or WP_005251685_1,HBCO_nadp,aacoa_c + h_c + nadph_c <=> 3hbcoa_c + nadp_c
Glycine betaine CoA C acetyltransferase,WP_005243334_1 or WP_005250252_1 or WP_005251119_1,GLYBACT1r,coa_c + dhcrncoa_c <=> accoa_c + glybcoa_c
Glycerol-3-phosphatase,WP_005243203_1 or WP_005562415_1,G3PT,glyc3p_c + h2o_c --> glyc_c + pi_c
NAD kinase,WP_005243189_1,NADK,atp_c + nad_c --> adp_c + h_c + nadp_c
Thiamine diphosphokinase,WP_005243185_1,TMDPK,atp_c + thm_c --> amp_c + h_c + thmpp_c
ADPribose diphosphatase,WP_005243172_1 or WP_025432322_1,ADPRDP,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
ADPribose diphosphatase,WP_005243172_1,ADPRDP_1,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
Iron (II) transport via ABC system (periplasm),WP_005243157_1 or WP_005248068_1 or ( WP_005246096_1 and WP_005251070_1 and WP_187300223_1 ),FE2abcpp,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c
Iron (III) transport via ABC system (GTP) (periplasm),WP_005243157_1,FE3Gabcpp,fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c
Iron (II) transport via diffusion (extracellular to periplasm),WP_005243157_1,FE2tex,fe2_e <=> fe2_p
Iron (II) transport via ABC system (GTP) (periplasm),WP_005243157_1,FE2Gabcpp,fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c
Glycine Cleavage System,WP_005243124_1 or WP_005250549_1 or WP_025431867_1,GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c
Glycine cleavage complex,WP_005243124_1 and WP_005247733_1,GCCb,alpro_c + thf_c --> dhlpro_c + mlthf_c + nh4_c
Glycine-cleavage complex,WP_005243112_1,GCCa,gly_c + h_c + lpro_c --> alpro_c + co2_c
Protoheme transport via ABC system  periplasm to cytosol ,WP_005243084_1 and WP_005256362_1,PHEME2abcpp,atp_c + h2o_c + pheme_p --> adp_c + h_c + pheme_c + pi_c
Cys-1D-myo-inositol 2-deoxy-D-glucopyranoside synthase,WP_005243057_1,CIGAMS,atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c
Nitrate reductase,WP_005243031_1 and WP_025432820_1,NTR3B,2.0 h_c + mql7_c + no3_c --> h2o_c + 2.0 h_e + mqn7_c + no2_c
Nitrite Reductase (NADPH),WP_005243031_1 and WP_025432820_1,NTRIR2y,5.0 h_c + 3.0 nadph_c + no2_c --> 2.0 h2o_c + 3.0 nadp_c + nh4_c
Alkaline phosphatase,WP_005243022_1 or WP_025432077_1,ALKP,dhap_c + h2o_c --> dha_c + pi_c
Mannose 6-phosphate phosphatase,WP_005243022_1 or WP_005248850_1,MN6PP,h2o_c + man6p_c --> man_c + pi_c
Ribose 5-phosphate phosphatase,WP_005243022_1 or WP_005246502_1 or WP_005248850_1 or WP_005562415_1,R5PP,h2o_c + r5p_c --> pi_c + rib__D_c
D-fructose 1-phosphate phosphatase,WP_005243022_1 or WP_005246502_1 or WP_005248850_1,F1PP,f1p_c + h2o_c --> fru_c + pi_c
D-fructose 6-phosphate phosphatase,WP_005243022_1 or WP_005246502_1 or WP_005248850_1,F6PP,f6p_c + h2o_c --> fru_c + pi_c
Glyceraldehyde-3-phosphate phosphatase,WP_005243022_1,GAPP,g3p_c + h2o_c --> glyald_c + pi_c
Phosphogluconate phosphatase,WP_005243022_1,GNP,6pgc_c + h2o_c --> glcn_c + pi_c
ATP phosphoribosyltransferase,WP_005243011_1,ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c
Isopentenyl-diphosphate D-isomerase,WP_005243003_1 or WP_005246516_1,IPDDI,ipdp_c <=> dmpp_c
Phosphatidylglycerol phosphate phosphatase (n-C16:0),WP_005242980_1 or WP_005244140_1,PGPP160,h2o_c + pgp160_c --> pg160_c + pi_c
Undecaprenyl-diphosphatase,WP_005242980_1 or WP_005243071_1,UDCPDP,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
Transketolase,WP_005242930_1 or WP_025432534_1 or WP_025432812_1 or ( WP_005237857_1 and WP_005237858_1 ) or ( WP_005242930_1 and WP_025432812_1 ),TKT2,e4p_c + xu5p__D_c <=> f6p_c + g3p_c
Transketolase,WP_005242930_1 or WP_025432534_1 or WP_025432812_1 or ( WP_005237857_1 and WP_005237858_1 ) or ( WP_005242930_1 and WP_025432812_1 ),TKT1,r5p_c + xu5p__D_c <=> g3p_c + s7p_c
2-oxoglutarate reversible transport via symport (periplasm),WP_005242920_1 or WP_005251525_1 or WP_025432988_1,AKGt2rpp,akg_p + h_p --> akg_c + h_c
L proline reversible transport via proton symport,WP_005242920_1 or WP_005244437_1 or WP_005261289_1 or WP_025432629_1,PROt2r,h_e + pro__L_e --> h_c + pro__L_c
L-histidine transport via ABC system,WP_005242885_1 or WP_005251655_1 or WP_025432117_1 or WP_164709508_1,HISabc,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c
UHBZ1t LPAREN pp RPAREN ,WP_005242861_1,UHBZ1t_pp,4hbz_p + h_p --> 4hbz_c + h_c
"3,4DHBZ1t LPAREN pp RPAREN ",WP_005242861_1,3_4DHBZ1t_pp,34dhbz_p + h_p --> 34dhbz_c + h_c
Glycolaldehyde dehydrogenase,WP_005242840_1 or WP_005250073_1 or WP_005250821_1 or WP_005250914_1 or WP_005251153_1,GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c
Succinate-semialdehyde dehydrogenase (NADP),WP_005242840_1 or WP_005244802_1 or WP_005245755_1 or WP_005248959_1 or WP_005248977_1 or WP_005249488_1 or WP_005252080_1 or WP_226955615_1 or WP_226955688_1,SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
Aminoacetaldehyde oxidation,WP_005242840_1,ALDD31,aacald_c + h2o_c + nad_c <=> gly_c + 2.0 h_c + nadh_c
FMNH2-dependent monooxygenase,WP_005242787_1 or WP_005251663_1 or WP_025433229_1 or WP_025433231_1,FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase,WP_005242751_1,HMPSCD,hmpscoa_c + nad_c <=> h_c + nadh_c + sbzcoa_c
NAD transhydrogenase,WP_005242744_1 and WP_005245256_1 and WP_025433002_1,NADTRHD,nad_c + nadph_c --> nadh_c + nadp_c
Taurine dioxygenase,WP_005242741_1 or WP_005248571_1 or WP_005251205_1 or WP_025431578_1,TAUDO,akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c
Sn-Glycerol 3-phosphate transport via ABC system,WP_005242675_1 or ( WP_005243861_1 and WP_005243872_1 and WP_025431951_1 and WP_025431952_1 ),GLYC3Pabc,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
Spermidine transport via ABC system (periplasm),WP_005242646_1 or WP_005248970_1 or WP_025433613_1,SPMDabcpp,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
Putrescine transport via ABC system (periplasm),WP_005242646_1 or WP_005248970_1 or WP_005250166_1 or WP_025431850_1 or WP_025433613_1,PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
Allantoate amidohydrolase,WP_005242491_1 or WP_005250837_1,ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c
Ribulose-5-P Synthetase,WP_005242427_1,RU5PS,fald_c + ru5p__D_c <-- ah6p__D_c
Arabino-3-hexulose-6-P Isomerase,WP_005242425_1,AH6PI,ah6p__D_c <-- f6p_c
"2,3-dihydroxybenzoate adenylate synthase",WP_005242411_1 or WP_005244442_1,DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
N methylhydantoinase  ATP hydrolysing ,WP_005242409_1 and WP_025433599_1,NMTHDA,atp_c + 2.0 h2o_c + mthd_c --> Ncarbsar_c + adp_c + 2.0 h_c + pi_c
Nitric oxide dioxygenase,WP_005242398_1 or WP_005251604_1,NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
Nitric oxide dioxygenase,WP_005242398_1 or WP_005251604_1,NODOx,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
Aryl alcohol dehydrogenase,WP_005242373_1,AALDH,nadh_c + pacald_c <=> nad_c + pea_c
Catalase  periplasm ,WP_005242359_1 or WP_005242801_1,CATpp,2.0 h2o2_p --> 2.0 h2o_p + o2_p
4 carboxymuconolactone decarboxylase,WP_005242261_1 or WP_005244588_1 or WP_005249803_1 or WP_005251828_1,CMLDC,4cml_c + h_c --> 5odhf2a_c + co2_c
 R R  butanediol dehydrogenase,WP_005242206_1 or WP_005252717_1,BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c
D sorbitol dehydrogenase  D fructose producing ,WP_005242206_1 or WP_005250843_1 or WP_025433427_1 or WP_050983313_1,SBTD_D2,nad_c + sbt__D_c --> fru_c + h_c + nadh_c
1-pyrroline-5-carboxylate dehydrogenase,WP_005242153_1,P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
Glycolate oxidase,WP_005242149_1 or WP_005252792_1,GLYCTO4,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c
Glycolate oxidase,WP_005242149_1 or WP_005252792_1,GLYCTO2,glyclt_c + q8_c --> glx_c + q8h2_c
UDP-N-acetylenolpyruvoylglucosamine reductase,WP_005242149_1 or WP_005251913_1,UAPGR,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
Glycolate oxidase,WP_005242149_1 or WP_005249489_1 or WP_005252792_1 or WP_025433016_1,GLYCTO1,glyclt_c + o2_c --> glx_c + h2o2_c
D-lactate dehydrogenase,WP_005242149_1,LDH_D2,lac__D_c + q8_c --> pyr_c + q8h2_c
"Propane-1,2-diol:NADP+ 1-oxidoreductase",WP_005242122_1 or WP_025431806_1,PPDOy,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c
"Lacaldehyde reductase (S-propane-1,2-diol forming)",WP_005242122_1,LCARSyi,h_c + lald__L_c + nadph_c --> 12ppd__S_c + nadp_c
,WP_005242110_1,C4HP,34hpp_c + h_c <=> 4hoxpacd_c + co2_c
Betaine-aldehyde dehydrogenase,WP_005242102_1 or WP_005245755_1 or WP_005250047_1 or WP_005252291_1,BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c
Betaine-aldehyde dehydrogenase,WP_005242102_1 or WP_005243738_1 or WP_005245755_1 or WP_005250047_1 or WP_005250073_1 or WP_005252291_1,BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c
PREPHACPH,WP_005241865_1,PREPHACPH,h2o_c + prephthACP_c --> ACP_c + h_c + prephth_c
Fatty acid synthase  n C161 ,WP_005241845_1 and WP_005250385_1 and WP_037181431_1,FAS161,4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c
Fatty acid synthase  n C181 ,WP_005241845_1 and WP_005250385_1 and WP_037181431_1,FAS181,4.0 h_c + hdca_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ocdcea_c
FAS200,WP_005241845_1 and WP_005250385_1 and WP_037181431_1,FAS200,3.0 h_c + malcoa_c + 2.0 nadph_c + ocdca_c --> arach_c + co2_c + coa_c + h2o_c + 2.0 nadp_c
2-methylisocitrate dehydratase,WP_005241829_1 or WP_005251340_1,MICITDr,2mcacn_c + h2o_c <=> micit_c
Aconitate hydratase,WP_005241829_1,ACONT,cit_c <=> icit_c
Heme O synthase,WP_005241796_1,HEMEOS,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c
Transaldolase,WP_005241794_1,TALA,g3p_c + s7p_c <=> e4p_c + f6p_c
6-phosphogluconolactonase,WP_005241790_1 or WP_005252861_1,PGL,6pgl_c + h2o_c --> 6pgc_c + h_c
Triose-phosphate isomerase,WP_005241787_1,TPI,dhap_c <=> g3p_c
Phosphoglycerate kinase,WP_005241786_1,PGK,3pg_c + atp_c <=> 13dpg_c + adp_c
Glyceraldehyde-3-phosphate dehydrogenase,WP_005241784_1 or WP_005249698_1,GAPD,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c
Riboflavin synthase,WP_005241766_1 or WP_005252720_1,RBFSa,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
Riboflavin synthase,WP_005241761_1 or WP_005252720_1,RBFSb,2.0 dmlz_c --> 4r5au_c + ribflv_c
Diaminohydroxyphosphoribosylaminopyrimidine deaminase,WP_005241759_1,DHPPDA,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c
Ribulose 5-phosphate 3-epimerase,WP_005241758_1,RPE,ru5p__D_c <=> xu5p__D_c
Methionine adenosyltransferase,WP_005241739_1,METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c
Orotidine-5'-phosphate decarboxylase,WP_005241723_1,OMPDC,h_c + orot5p_c --> co2_c + ump_c
Alanyl aminopeptidase (cys-gly),WP_005241688_1 or WP_005247736_1 or WP_005248200_1 or ( WP_005239672_1 and WP_005248827_1 and WP_025431736_1 and WP_025433618_1 ),AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c
Gly-Phe aminopeptidase ,WP_005241688_1,GLYPHEAP,gly_phe_c + h2o_c <=> gly_c + h_c + phe__L_c
Gly-Try aminopeptidase ,WP_005241688_1,GLYTYRAP,gly_tyr_c + h2o_c <=> gly_c + h_c + tyr__L_c
Gly-Leu aminopeptidase ,WP_005241688_1,GLYLEUAP,gly_leu_c + h2o_c <=> gly_c + h_c + leu__L_c
Aminopeptidase ,WP_005241688_1,AMPEP3,gly_gln_c + h2o_c <=> gln__L_c + gly_c
Aminopeptidase ,WP_005241688_1,AMPEP4,alagly_c + h2o_c <=> ala__L_c + gly_c
Gly-Cys aminopeptidase ,WP_005241688_1,GLYCYSAP,gly_cys_c + h2o_c <=> cys__L_c + gly_c + h_c
Aminopeptidase ,WP_005241688_1,AMPEP6,ala_leu_c + h2o_c <=> ala__L_c + leu__L_c
Aminopeptidase ,WP_005241688_1,AMPEP7,ala_his_c + h2o_c <=> ala__L_c + his__L_c
Aminopeptidase ,WP_005241688_1,AMPEP8,gly_glu__L_c + h2o_c <=> glu__L_c + gly_c
Aminopeptidase ,WP_005241688_1,AMPEP2,ala_L_thr__L_c + h2o_c <=> ala__L_c + thr__L_c
Aminopeptidase ,WP_005241688_1,AMPEP9,gly_met_c + h2o_c <=> gly_c + met__L_c
Aminopeptidase ,WP_005241688_1,AMPEP5,ala_L_glu__L_c + h2o_c <=> ala__L_c + glu__L_c
Aminopeptidase,WP_005241688_1,AMPEP18,h2o_c + serglugly_c --> glu__L_c + gly_c + ser__L_c
Aminopeptidase ,WP_005241688_1,AMPEP12,ala_gln_c + h2o_c <=> ala__L_c + gln__L_c
Aminopeptidase ,WP_005241688_1,AMPEP13,ala_L_asp__L_c + h2o_c <=> ala__L_c + asp__L_c
Aminopeptidase ,WP_005241688_1,AMPEP1,gly_asn__L_c + h2o_c <=> asn__L_c + gly_c
Aminopeptidase ,WP_005241688_1,AMPEP10,gly_asp__L_c + h2o_c <=> asp__L_c + gly_c
Aminopeptidase,WP_005241688_1,AMPEP17,glyglygln_c + h2o_c --> gln__L_c + 2.0 gly_c
Aminopeptidase,WP_005241688_1,AMPEP16,h2o_c + lysglugly_c --> glu__L_c + gly_c + lys__L_c
Aminopeptidase,WP_005241688_1,AMPEP15,h2o_c + prohisglu_c --> glu__L_c + his__L_c + pro__L_c
Aminopeptidase ,WP_005241688_1,AMPEP11,gly_pro__L_c + h2o_c --> gly_c + h_c + pro__L_c
Aminopeptidase ,WP_005241688_1,AMPEP14,h2o_c + h_c + met_L_ala__L_c <=> ala__L_c + met__L_c
Shikimate kinase,WP_005241678_1,SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c
Shikimate dehydrogenase,WP_005241670_1 or WP_005245725_1 or WP_005252834_1 or WP_025432953_1,SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
4-aminobenzoate synthase,WP_005241656_1 or WP_025431868_1 or WP_025433076_1,ADCL,4adcho_c --> 4abz_c + h_c + pyr_c
Nucleoside-triphosphatase (ATP),WP_005241600_1 or WP_025431671_1,NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c
Maleate cis trans isomerase,WP_005241484_1,MALEI,male_c <=> fum_c
Benzylsuccinate CoA-transferase,WP_005241427_1,BZSCT,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c
NADH dehydrogenase (ubiquinone-8 ),WP_005241425_1 or WP_005246084_1 or WP_025432300_1,NADH5,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),WP_005241425_1 or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 ),NADH9,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH dehydrogenase (menaquinone-8 & 0 protons),WP_005241425_1 or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 ),NADH10,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
Glutamate dehydrogenase  NAD ,WP_005241423_1 or WP_005242136_1 or WP_005248237_1 or WP_005250093_1 or WP_043943845_1,GLUDxi,glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c
Glutamate dehydrogenase (NADP),WP_005241423_1,GLUDy_1,glu__L_c + h2o_c + nadp_c <=> akg_c + 2.0 h_c + nadph_c + nh3_c
Dihydroorotase,WP_005241384_1 or WP_025432523_1,DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c
"Dihydropyrimidinase (5,6-dihydrouracil)",WP_005241384_1,DHPM1,56dura_c + h2o_c --> cala_c + h_c
Formaldehyde extrusion  pp ,WP_005241376_1 or WP_226955745_1,FALDtpp2,fald_c + h_p --> fald_p + h_c
4 Oxopentanoyl CoA 4 dehydrogenase (NAD),WP_005241305_1,4OXPTCOADHx,4oxptcoa_c + h_c + nadh_c --> 4hptcoa_c + nad_c
4 Oxopentanoyl CoA 4 dehydrogenase (NADP),WP_005241305_1,4OXPTCOADHy,4oxptcoa_c + h_c + nadph_c --> 4hptcoa_c + nadp_c
Histidinol dehydrogenase (histidine forming),WP_005241304_1,HISTDb,h2o_c + histda_c + nad_c --> 2.0 h_c + his__L_c + nadh_c
Histidinol dehydrogenase step (Histidinal forming),WP_005241304_1,HISTDa,histd_c + nad_c <=> h_c + histda_c + nadh_c
"Aldehyde dehydrogenase (propanal, NADP)",WP_005241278_1 or WP_005242122_1,ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,WP_005241278_1,GGGABADr,ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c
4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase,WP_005241278_1,CMCMSAD,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c
D-glucose transport in via proton symport (periplasm),WP_005241246_1,GLCt2pp,glc__D_p + h_p --> glc__D_c + h_c
D-fructose transport in via proton symport (periplasm),WP_005241246_1,FRUt3,fru_p + h_p --> fru_c + h_c
Acetyl-CoA:acetoacetyl-CoA transferase,WP_005241236_1,ACACCT,acac_c + accoa_c --> aacoa_c + ac_c
Phosphoglycolate phosphatase,WP_005241230_1 or WP_005243467_1 or WP_005246276_1 or WP_005251092_1 or WP_025432907_1,PGLYCP,2pglyc_c + h2o_c --> glyclt_c + pi_c
Phosphoglucomutase,WP_005241230_1 or WP_005243022_1 or WP_011597565_1 or WP_025432316_1,PGMT,g1p_c <=> g6p_c
Arabinose reductase,WP_005241223_1 or WP_025431798_1 or WP_025431806_1,ARABR,arab__L_c + h_c + nadph_c --> abt_c + nadp_c
Glycerate kinase,WP_005241220_1 or WP_005247726_1 or WP_005251015_1 or WP_226955630_1 or WP_226955690_1,GLYCK,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MCBTS3,WP_005241168_1 and WP_005242411_1 and WP_005251161_1,MCBTS3,atp_c + bhb_c + 2.0 lys__L_c + 2.0 nadp_c + 3.5 o2_c + occoa_c + salc_c + ser__L_c --> adp_c + cmcbtt_c + co2_c + coa_c + 5.0 h2o_c + 2.0 h_c + 2.0 nadph_c + pi_c
