,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
428,BZt,Benzoate transport (diffusion),bz_e <=> bz_c,0.0,0.0
427,BZSS,Benzylsuccinate synthase,fum_c + tol_c <=> bzsucc_c,0.0,0.0
426,BZSCT,Benzylsuccinate CoA-transferase,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c,0.0,0.0
425,BZSCD,Benzylsuccinyl-CoA dehydrogenase,bzsuccoa_c + fad_c <-- fadh2_c + phitcoa_c,0.0,0.0
424,BZDIOLDH,BZDIOLDH,bz12diol_c + nad_c --> catechol_c + co2_c + nadh_c,0.0,0.0
423,BZDH,BZDH,bzal_c + h2o_c + nad_c --> bz_c + 2.0 h_c + nadh_c,0.0,0.0
422,BZALDH,BZALDH,bzalc_c + nad_c <=> bzal_c + h_c + nadh_c,0.0,0.0
421,BZ12DOX,BZ12DOX,bz_c + h_c + nadh_c + o2_c --> bz12diol_c + nad_c,0.0,0.0
420,BUTt4pp,Butyrate transport via sodium symport (periplasm),but_p + na1_p --> but_c + na1_c,0.0,0.0
419,BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",but_p + h_p <=> but_c + h_c,0.0,0.0
418,BUTt2r,"Butyrate transport via proton symport, reversible",but_e + h_e <=> but_c + h_c,0.0,no rxn
416,BUTSO3abcpp,Butanesulfonate transport via ABC system (periplasm),atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,0.0,0.0
433,C140SN,C140SN,actACP_c + 17.0 h_c + 5.0 malACP_c + 12.0 nadph_c --> 5.0 ACP_c + 5.0 co2_c + 6.0 h2o_c + myrsACP_c + 12.0 nadp_c,0.0,no rxn
415,BUTSabc,Butanesulfonate transport via ABC system,atp_c + buts_e + h2o_c --> adp_c + buts_c + h_c + pi_c,0.0,0.0
414,BUTCT,Acetyl-CoA:butyrate-CoA transferase,accoa_c + but_c --> ac_c + btcoa_c,0.0,0.0
413,BTS5,Biotin synthase,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,0.0,no rxn
412,BTS3r,Biotin synthase,dtbt_c + 2.0 s_c <=> btn_c + h2s_c,0.0,0.0
411,BTS2,BTS2,cys__L_c + dtbt_c --> ala__L_c + btn_c + 2.0 h_c,0.0,0.0
410,BTDD_RR, R R  butanediol dehydrogenase,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,0.0,0.0
409,BSCT,Benzoylsuccinyl-CoA thiolase,coa_c + 4.0 h_c + sbzcoa_c <=> benzcoa_c + succoa_c,0.0,0.0
407,BMOGDS2,Bis-molybdopterin guanine dinucleotide synthase,bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c,0.0,no rxn
406,BMOGDS1,Bis-molybdopterin guanine dinucleotide synthase (single GDP),bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c,0.0,no rxn
405,BMOCOS,Bis-molybdenum cofactor synthase,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,0.0,no rxn
404,BMNt,BMNt,bmn_c <=> bmn_e,0.0,0.0
403,BMNMSHS,BMNMSHS,bmn_c + msh_c --> bmnmsh_c + 2.0 h_c,0.0,0.0
402,BG_MBDG,Beta glucosidase,h2o_e + mbdg_e --> glc__D_e + meoh_e,0.0,no rxn
401,BG_MADG,Beta glucosidase  methyl alpha D glucoside ,h2o_e + madg_e --> glc__D_e + meoh_e,0.0,no rxn
432,C120SN,Fatty acid biosynthesis (n-C12:0),actACP_c + 14.0 h_c + 4.0 malACP_c + 10.0 nadph_c --> 4.0 ACP_c + 4.0 co2_c + ddcaACP_c + 5.0 h2o_c + 10.0 nadp_c,0.0,no rxn
434,C141SN,Fatty acid biosynthesis (n-C14:1),actACP_c + 16.0 h_c + 5.0 malACP_c + 11.0 nadph_c --> 5.0 ACP_c + 5.0 co2_c + 6.0 h2o_c + 11.0 nadp_c + tdeACP_c,0.0,no rxn
399,BG_CELLB,Beta glucosidase  cellobiose ,cellb_e + h2o_e --> 2.0 glc__D_e,0.0,0.0
454,CBMD,Carbamate deaminase,cbm_c + 2.0 h_c --> co2_c + nh4_c,0.0,0.0
470,CGLYtex,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),cgly_e <=> cgly_p,0.0,no rxn
469,CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,0.0,0.0
468,CDPPT160,CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c,0.0,0.0
466,CDPGLC46DH,CDP glucose 4 6 dehydratase,cdpglc_c --> cdp4dh6doglc_c + h2o_c,0.0,no rxn
465,CDPABEQS,CDP abequose synthase ,cdp4dh36ddglc_c + h_c + nadh_c --> cdpabeq_c + nad_c,0.0,no rxn
464,CDP4D6DGLCRx,CDP 4 dehydro 6 deoxyglucose reductase ,cdp4dh6doglc_c + h_c + nadh_c --> cdp4dh36ddglc_c + h2o_c + nad_c,0.0,no rxn
463,CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",cdigmp_c + h2o_c --> 5pg35pg_c + h_c,0.0,0.0
462,CDAPPA_HP,CDAPPA HP,cdpdag_HP_c + h2o_c --> cmp_c + 2.0 h_c + pa_Hp_c,0.0,no rxn
461,CDAPPA190,CDAPPA190,cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c,0.0,0.0
460,CDAPPA160190,CDAPPA160190,cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c,0.0,0.0
459,CD2tpp,Cadmium (+2) transport in via permease (no H+),cd2_p --> cd2_c,0.0,0.0
458,CD2tex,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),cd2_e <=> cd2_p,0.0,no rxn
457,CD2t4,Cadminum transport out via antiport,cd2_c + h_e + k_e --> cd2_e + h_c + k_c,0.0,no rxn
456,CD2t3pp,Cadmium (Cd+2) transport out via proton antiport (periplasm),cd2_c + h_p --> cd2_p + h_c,0.0,0.0
453,CBLAT_DELETE,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h2o_c --> adocbl_c + pi_c + ppi_c,0.0,no rxn
435,C160SN,C160SN,actACP_c + 20.0 h_c + 6.0 malACP_c + 14.0 nadph_c --> 6.0 ACP_c + 6.0 co2_c + 7.0 h2o_c + 14.0 nadp_c + palmACP_c,0.0,no rxn
452,CBLAT,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c,0.0,no rxn
451,CBIAT_DELETE,Cobinamide adenyltransferase,atp_c + cbi_c + h2o_c --> adocbi_c + pi_c + ppi_c,0.0,no rxn
450,CBIAT,Cobinamide adenyltransferase,atp_c + cbi_c + h_c <=> adocbi_c + pppi_c,0.0,no rxn
446,CAT23DOX,CAT23DOX,catechol_c + o2_c --> 2hmcnsad_c,0.0,no rxn
445,CAFFCOA,CAFFCOA,34dhcinm_c + atp_c + coa_c --> amp_c + caffcoa_c + ppi_c,0.0,no rxn
444,CACOAHA,CACOAHA,caffcoa_c + h2o_c --> 34dhbald_c + accoa_c,0.0,no rxn
443,CAATPS,CAATPS,atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c,0.0,0.0
442,CA2tex,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_e <=> ca2_p,0.0,0.0
441,CA2abcpp,Calcium transport via ABC system (periplasm),atp_c + ca2_p + h2o_c --> adp_c + ca2_c + h_c + pi_c,0.0,0.0
440,CA2abc1,Calcium efflux  via ABC system,atp_c + ca2_c + h2o_c --> adp_c + ca2_e + h_c + pi_c,0.0,0.0
439,CA2abc,CA2abc,atp_c + ca2_e + h2o_c --> adp_c + ca2_c + h_c + pi_c,0.0,0.012173480159517169
438,C181SN,C181SN,actACP_c + 22.0 h_c + 7.0 malACP_c + 15.0 nadph_c --> 7.0 ACP_c + 7.0 co2_c + 8.0 h2o_c + 15.0 nadp_c + octeACP_c,0.0,no rxn
437,C180SN,C180SN,actACP_c + 23.0 h_c + 7.0 malACP_c + 16.0 nadph_c --> 7.0 ACP_c + 7.0 co2_c + 8.0 h2o_c + 16.0 nadp_c + ocdcaACP_c,0.0,no rxn
436,C161SN,Fatty acid biosynthesis (n-C16:1),actACP_c + 19.0 h_c + 6.0 malACP_c + 13.0 nadph_c --> 6.0 ACP_c + 6.0 co2_c + 7.0 h2o_c + hdeACP_c + 13.0 nadp_c,0.0,no rxn
400,BGLA,Beta-glucosidase,cellb_c + h2o_c --> 2.0 glc__D_c,0.0,0.0
398,BETALDHy,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,0.0,0.0
472,CHLabcpp,Choline transport via ABC system (periplasm),atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,0.0,0.0
336,APH161,Acylphosphatase (C16:1),h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,0.0,no rxn
351,ARGAGMt7pp,Arginine/agmatine antiport (periplasm),agm_c + arg__L_p <=> agm_p + arg__L_c,0.0,0.0
350,ARGabcpp,L-arginine transport via ABC system (periplasm),arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,0.0,0.0
349,ARGabc,L-arginine transport via ABC system,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,0.0,0.0
348,ARBTpts,Arbutin transport via PEPPyr PTS,arbt_e + pep_c --> arbt6p_c + pyr_c,0.0,0.0
347,ARBt3ipp,L-arabinose transport via proton antiport (periplasm),arab__L_c + h_p --> arab__L_p + h_c,0.0,0.0
346,ARBt2r,ARBt2r,arab__L_e + h_e <=> arab__L_c + h_c,0.0,0.0
345,ARBabcpp,L-arabinose transport via ABC system (periplasm),arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,0.0,0.0
344,ARBabc,ARBabc,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,0.0,no rxn
343,ARAI,L-arabinose isomerase,arab__L_c <=> rbl__L_c,0.0,no rxn
342,ARACHTA,ARACHTA,ACP_c + arachcoa_c <=> arachACP_c + coa_c,0.0,0.0
341,ARABRr,Arabinose reductase,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c,0.0,0.0
340,APTNAT,APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,0.0,0.0
338,APH181,Acylphosphatase (C18:1),h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c,0.0,no rxn
337,APH180,Acylphosphatase (C18:0),h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c,0.0,no rxn
335,APH160,Acylphosphatase (C16:0),h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,0.0,no rxn
353,ARGN_1,Arginase,arg__L_c + h2o_c --> orn__L_c + urea_c,0.0,0.0
334,APH141,Acylphosphatase (C14:1),h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c,0.0,no rxn
333,APH140,Acylphosphatase (C14:0),h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,0.0,no rxn
332,APH120,Acylphosphatase (C12:0),ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c,0.0,no rxn
331,APENTAMAH,APENTAMAH,5apentam_c + h2o_c --> 5aptn_c + nh3_c,0.0,no rxn
330,AP4AS,Ap4A synthetase,2.0 atp_c + h_c --> ap4a_c + ppi_c,0.0,0.0
329,AP4AH,Ap4A hydrolase,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c,0.0,0.0
326,ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,0.0,0.0
325,ANHGMtex,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),anhgm_e <=> anhgm_p,0.0,0.0
324,AMPtex,AMP transport via diffusion (extracellular to periplasm),amp_e <=> amp_p,0.0,no rxn
323,AMPTASEPG,Aminopeptidase (pro-gly),h2o_c + progly_c --> gly_c + pro__L_c,0.0,0.0
322,AMPTASECG,Alanyl aminopeptidase (cys-gly),cgly_c + h2o_c --> cys__L_c + gly_c,0.0,0.0
321,AMMQT8_2,S-adenosylmethione:2-demethylmenaquinone methyltransferase,2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,0.0,0.00023368841786526132
319,AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,0.0,0.0
318,AMID4,AMID4,ad_c + h2o_c --> ac_c + nh4_c,0.0,0.0
352,ARGDr,Arginine deiminase,arg__L_c + h2o_c --> citr__L_c + nh4_c,0.0,0.0
356,ARGt2r,L arganine reversible transport via proton symport,arg__L_e + h_e --> arg__L_c + h_c,0.0,0.0
397,BETALDHx,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,0.0,0.0
378,ASPO1,ASPO1,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,0.0,0.0
396,BCT1_syn,Bicarbonate transport via ABC system (periplasm),atp_c + h2o_c + hco3_p --> adp_c + h_c + hco3_c + pi_c,0.0,0.0
395,BCOALIG2,4-hydroxybenzoate--coenzyme A ligase,4hbz_c + atp_c + coa_c --> 4hbzcoa_c + amp_c + ppi_c,0.0,0.0
394,BCOALIG,Benzoate CoA ligase,atp_c + bz_c + coa_c + 4.0 h_c --> amp_c + benzcoa_c + ppi_c,0.0,0.0
393,BALAtex,Beta-alanine transport via diffusion (extracellular to periplasm),ala_B_e <=> ala_B_p,0.0,0.0
392,BALAt2r,BALAt2r,ala_B_e + h_e --> ala_B_c + h_c,0.0,0.0
391,BALAt2pp,Beta-alanine transport in via proton symport (periplasm),ala_B_p + h_p --> ala_B_c + h_c,0.0,0.0
388,ATPHs,ATP amine hydrolysis (spontaneous),atp_c + h2o_c + h_c --> itp_c + nh4_c,0.0,0.0
387,ASR2,Arsenate reductase (thioredoxin),aso4_c + trdrd_c --> aso3_c + h2o_c + trdox_c,0.0,0.0
386,ASR,Arsenate reductase,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c,0.0,0.0
384,ASPt2r,L aspartate reversible transport via proton symport,asp__L_e + h_e <=> asp__L_c + h_c,0.0,0.0
383,ASPt2pp,L-aspartate transport in via proton symport (periplasm),asp__L_p + h_p --> asp__L_c + h_c,0.0,0.0
382,ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,0.0,0.0
381,ASPt2_2,Aspartate transport via proton symport (2 H),asp__L_e + 2.0 h_e --> asp__L_c + 2.0 h_c,0.0,no rxn
380,ASPT,L-aspartase,asp__L_c --> fum_c + nh4_c,0.0,0.0
375,ASPabcpp,L-aspartate transport via ABC system (periplasm),asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,0.0,0.0
357,ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),arg__L_c + h_p --> arg__L_p + h_c,0.0,no rxn
374,ASPabc,L-aspartate transport via ABC system,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,0.0,0.0
372,ASO4tex,Arsenate transporter (extracellular to periplasm),aso4_e <=> aso4_p,0.0,0.0
371,ASO4t4pp,Arsenate transporter via sodium antiport (periplasm),aso4_c + na1_p --> aso4_p + na1_c,0.0,0.0
370,ASO4rt2rpp,Arsenate reversible transport via symport (periplasm),aso4_p + h_p <=> aso4_c + h_c,0.0,0.0
369,ASO3tex,Arsenite transport via diffusion (extracellular to periplasm),aso3_e <=> aso3_p,0.0,0.0
368,ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c,0.0,0.0
367,ASO3t4pp,Arsenite transporter via sodium antiport (periplasm),aso3_c + na1_p --> aso3_p + na1_c,0.0,0.0
366,ASNt2rpp,L-asparagine reversible transport via proton symport (periplasm),asn__L_p + h_p <=> asn__L_c + h_c,0.0,0.0
365,ASNt2r,L asparagine reversible transport via proton symport,asn__L_e + h_e <=> asn__L_c + h_c,0.0,0.0
363,ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,0.0,0.0
362,ASNNpp,L-asparaginase,asn__L_p + h2o_p --> asp__L_p + nh4_p,0.0,0.0
361,ASNN,L-asparaginase,asn__L_c + h2o_c --> asp__L_c + nh4_c,0.0,0.0
359,ARUH,ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c,0.0,0.0
358,ARGt5r,ARGt5r,arg__L_e <=> arg__L_c,0.0,0.0
471,CHLabc,Choline transport via ABC system,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,0.0,0.0
473,CHLt2,Choline transport via proton symport,chol_e + h_e <=> chol_c + h_c,0.0,no rxn
316,AMANAPEr,N-acetylmannosamine 6-phosphate epimerase,acmanap_c <=> acgam6p_c,0.0,0.0
573,DAGK180,Diacylglycerol kinase (n-C18:0),12dgr180_c + atp_c --> adp_c + h_c + pa180_c,0.0,no rxn
589,DASYN161,CDP-diacylglycerol synthetase (n-C16:1),ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,0.0,0.0
588,DASYN160190,DASYN160190,ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c,0.0,0.0
587,DASYN160,CDP-diacylglycerol synthetase (n-C16:0),ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,0.0,0.0
586,DASYN141,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,0.0,0.0
585,DASYN140,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,0.0,0.0
584,DASYN120,CDP-diacylglycerol synthetase (n-C12:0),ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,0.0,0.0
583,DARBtex,D-arabinose transport via diffusion (extracellular to periplasm),arab__D_e <=> arab__D_p,0.0,no rxn
582,DARBt3ipp,D-arabinose transport via proton antiport (periplasm),arab__D_c + h_p --> arab__D_p + h_c,0.0,0.0
581,DARBabcpp,D-arabinose transport via ABC system (periplasm),arab__D_p + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c,0.0,0.0
578,DAMPtex,DAMP transport via diffusion (extracellular to periplasm),damp_e <=> damp_p,0.0,no rxn
577,DALAt2r,D-alanine transport via proton symport,ala__D_e + h_e <=> ala__D_c + h_c,0.0,0.0
576,DALAt2pp,D-alanine transport in via proton symport (periplasm),ala__D_p + h_p --> ala__D_c + h_c,0.0,0.0
575,DALAOX,DALAOX,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,0.0,no rxn
574,DAGK181,Diacylglycerol kinase (n-C18:1),12dgr181_c + atp_c --> adp_c + h_c + pa181_c,0.0,no rxn
572,DAGK161,Diacylglycerol kinase (n-C16:1),12dgr161_c + atp_c --> adp_c + h_c + pa161_c,0.0,no rxn
591,DASYN181,CDP-diacylglycerol synthetase (n-C18:1),ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,0.0,0.0
571,DAGK160,Diacylglycerol kinase (n-C16:0),12dgr160_c + atp_c --> adp_c + h_c + pa160_c,0.0,0.0
570,DAGK141,Diacylglycerol kinase (n-C14:1),12dgr141_c + atp_c --> adp_c + h_c + pa141_c,0.0,no rxn
569,DAGK140,Diacylglycerol kinase (n-C14:0),12dgr140_c + atp_c --> adp_c + h_c + pa140_c,0.0,0.0
568,DAGK120,Diacylglycerol kinase (n-C12:0),12dgr120_c + atp_c --> adp_c + h_c + pa120_c,0.0,no rxn
567,DADNt2pp,Deoxyadenosine transport in via proton symport (periplasm),dad_2_p + h_p --> dad_2_c + h_c,0.0,no rxn
566,DADNt2,Deoxyadenosine transport in via proton symport,dad_2_e + h_e --> dad_2_c + h_c,0.0,0.0
565,DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,0.0,no rxn
564,DADA,Deoxyadenosine deaminase,dad_2_c + h2o_c + h_c --> din_c + nh4_c,0.0,0.0
563,DACTt3,Diacetyl transport out via proton antiport,diact_c + h_e --> diact_e + h_c,0.0,no rxn
562,DAAD,D-Amino acid dehydrogenase,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,0.0,0.0
561,CYTMQOR3pp,Menaquinone cytochrome oxidoreductase (periplasmic) 3 proton translocated / 2e-,2.0 ficytC_c + h_c + mql8_c --> 2.0 focytC_c + 3.0 h_p + mqn8_c,0.0,no rxn
560,CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,0.0,0.0
558,CYTDt2pp,Cytidine transport in via proton symport (periplasm),cytd_p + h_p <=> cytd_c + h_c,0.0,no rxn
557,CYTDt2,Cytidine transport in via proton symport,cytd_e + h_e --> cytd_c + h_c,0.0,no rxn
590,DASYN180,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,0.0,0.0
592,DASYN190190,DASYN190190,ctp_c + h_c + pa190190_c --> cdpc19c19g_c + ppi_c,0.0,0.0
555,CYTDK1,CYTDK1,atp_c + cytd_c --> adp_c + cmp_c + h_c,0.0,no rxn
611,DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,0.0,0.0
627,DHBZS2H,23DHBS polymer hydrolase,23dhbzs2_c + h2o_c --> 2.0 23dhbzs_c + 2.0 h_c,0.0,0.0
626,DHBSr,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,0.0,no rxn
625,DHBSH,"2,3-dihydroxybenzoylserine hydrolase",23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,0.0,0.0
624,DHBS,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,0.0,0.0
623,DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,0.0,0.0
622,DHAPT,Dihydroxyacetone phosphotransferase,dha_c + pep_c --> dhap_c + pyr_c,0.0,0.0
621,DHAK,Dihydroxyacetone kinase,atp_c + dha_c --> adp_c + dhap_c + h_c,0.0,0.0
620,DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate ,23dhmp_c --> 2o3mpt_c + h2o_c,0.0,0.0
617,DHACOAH,"2,3-dehydroadipyl-CoA hydratase",23dhacoa_c + h2o_c <=> 3hadpcoa_c,0.0,0.0
616,DH4MCHCDH,DH4MCHCDH,dh4mchc_c + nad_c --> 4mcat_c + co2_c + nadh_c,0.0,no rxn
615,DH3MCHCDH,DH3MCHCDH,dh3mchc_c + nad_c --> 3mcat_c + co2_c + nadh_c,0.0,no rxn
614,DGUNC,Diguanylate cyclase,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,0.0,0.0
613,DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),dgsn_p + h_p --> dgsn_c + h_c,0.0,no rxn
612,DGSNt2,Deoxyguanosine transport in via proton symport,dgsn_e + h_e --> dgsn_c + h_c,0.0,no rxn
610,DGMPtex,DGMP transport via diffusion (extracellular to periplasm),dgmp_e <=> dgmp_p,0.0,no rxn
593,DASYN_HP,DASYN HP,ctp_c + h_c + pa_Hp_c <=> cdpdag_HP_c + ppi_c,0.0,no rxn
609,DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,0.0,0.0
608,DESAT18,Stearoyl CoA desaturase  n C180CoA   n C181CoA ,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c,0.0,0.0
607,DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,0.0,0.0
606,DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2dh3dgal6p_c <=> g3p_c + pyr_c,0.0,0.0
1256,KAT1,3-ketoacyl-CoA thiolase,aacoa_c + coa_c --> 2.0 accoa_c,0.0,no rxn
603,DDGALK,2-dehydro-3-deoxygalactonokinase,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,0.0,0.0
602,DCYTt2pp,Deoxycytidine transport in via proton symport (periplasm),dcyt_p + h_p --> dcyt_c + h_c,0.0,no rxn
601,DCYTt2,Deoxycytidine transport in via proton symport,dcyt_e + h_e --> dcyt_c + h_c,0.0,no rxn
600,DCTPD2,DCTPD2,ctp_c + h2o_c + h_c --> nh4_c + utp_c,0.0,0.0
599,DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,0.0
598,DCPDPS,DCPDPS,frdp_c + 7.0 ipdp_c --> decdp_tb_c + 7.0 ppi_c,0.0,no rxn
597,DCMPtex,DCMP transport via diffusion (extracellular to periplasm),dcmp_e <=> dcmp_p,0.0,no rxn
596,DCAtex,Decanoate transport via diffusion (extracellular to periplasm),dca_e <=> dca_p,0.0,0.0
594,DATPHs,DATP amine hydrolysis (spontaneous),datp_c + h2o_c + h_c --> ditp_c + nh4_c,0.0,0.0
556,CYTDK2,Cytidine kinase (GTP),cytd_c + gtp_c --> cmp_c + gdp_c + h_c,0.0,no rxn
554,CYTDH,Cytidine hydrolase,cytd_c + h2o_c --> csn_c + rib__D_c,0.0,0.0
474,CHLtex,Choline transport via diffusion (extracellular to periplasm),chol_e <=> chol_p,0.0,no rxn
493,CMCMSAD,4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,0.0,0.0
510,CREStex,P-cresol transport vis diffusion (extra-organism to periplasm),4crsol_p <=> 4crsol_e,0.0,no rxn
509,CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,0.0,0.0
508,CPMPS,Cyclic pyranopterin monophosphate synthase,gtp_c + h2o_c --> cpmp_c + ppi_c,0.0,no rxn
507,COt,COt,co_c <=> co_e,0.0,no rxn
506,CONFRLtpp,CONFRLtpp,confrl_p <=> confrl_c,0.0,no rxn
505,CONFRLtex,CONFRLtex,confrl_e <=> confrl_p,0.0,no rxn
504,CODH2r,CODH2r,co_c + 2.0 fdox_c + h2o_c --> co2_c + 2.0 fdred_c + 2.0 h_c,0.0,no rxn
502,COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),cobalt2_c + h_p --> cobalt2_p + h_c,0.0,0.0
501,Cobalt2abcppI,Cobalt II transport via ABC system periplasm I,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,0.0
500,COALDDH,COALDDH,conialdh_c + h2o_c + nad_c --> fer_c + 2.0 h_c + nadh_c,0.0,no rxn
499,COALCDH,COALCDH,confrl_c + nad_c --> conialdh_c + h_c + nadh_c,0.0,no rxn
498,COabc,Cobalt transport via ABC system,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,0.0
495,CMPtex,CMP transport via diffusion (extracellular to periplasm),cmp_e <=> cmp_p,0.0,no rxn
