name,genes,reaction_id,reaction
Glutamate dehydrogenase  NAD ,WP_005241423_1 or WP_005242136_1 or WP_005248237_1 or WP_005250093_1,GLUDxi,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c
2-oxoglutarate reversible transport via symport (periplasm),WP_005241413_1 or WP_005251525_1,AKGt2rpp,akg_p + h_p <=> akg_c + h_c
2 oxoglutarate reversible transport via symport,WP_005241413_1,AKGt2r,akg_e + h_e <=> akg_c + h_c
3OXOADPt LPAREN pp RPAREN ,WP_005241413_1,3OXOADPt_pp,3oxoadp_p + h_p <=> 3oxoadp_c + h_c
COALDDH,WP_005241339_1,COALDDH,conialdh_c + h2o_c + nad_c --> fer_c + 2.0 h_c + nadh_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR60,3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR100,3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR120,3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR121,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR140,3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR181,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR80,3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR180,3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),WP_005241305_1 or WP_005245262_1 or WP_005246520_1 or WP_005248537_1 or WP_005248746_1 or WP_005252932_1 or WP_025433919_1,3OAR160,3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c
Histidinol dehydrogenase,WP_005241304_1 or WP_005244770_1 or WP_005247527_1,HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
Acyl-CoA dehydrogenase (hexanoyl-CoA),WP_005241270_1 or WP_005243698_1 or WP_005244551_1 or WP_005245237_1 or WP_005245270_1 or WP_005252230_1 or WP_005252736_1 or WP_005252874_1,ACOAD2f,fad_c + hxcoa_c <=> fadh2_c + hx2coa_c
Acyl-CoA dehydrogenase (butanoyl-CoA),WP_005241270_1 or WP_005243698_1 or WP_005244551_1 or WP_005245237_1 or WP_005245270_1 or WP_005252230_1 or WP_005252736_1 or WP_005252874_1,ACOAD1f,btcoa_c + fad_c <=> b2coa_c + fadh2_c
Acetyl-CoA:acetoacetyl-CoA transferase,WP_005241236_1 or WP_005251310_1 or ( WP_005241236_1 and WP_005251310_1 ) or ( WP_005244597_1 and WP_005251310_1 ),ACACCT,acac_c + accoa_c --> aacoa_c + ac_c
Acetyl-CoA:hexanoate-CoA transferase,WP_005241236_1 or WP_005244597_1 or WP_005251310_1 or ( WP_005241236_1 and WP_005251310_1 ) or ( WP_005244597_1 and WP_005251310_1 ),HXCT,accoa_c + hxa_c --> ac_c + hxcoa_c
Acetyl-CoA:butyrate-CoA transferase,WP_005241236_1 or WP_005244597_1 or WP_005251310_1 or ( WP_005241236_1 and WP_005251310_1 ) or ( WP_005244597_1 and WP_005251310_1 ),BUTCT,accoa_c + but_c --> ac_c + btcoa_c
Riboflavin kinase,WP_005241230_1 or WP_025432373_1,RBFK,atp_c + ribflv_c --> adp_c + fmn_c + h_c
Arabinose reductase,WP_005241223_1,ARABRr,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c
Glycerate kinase,WP_005241220_1 or WP_005247726_1 or WP_005251015_1 or WP_187300184_1 or WP_187300237_1,GLYCK,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
Glutathione synthetase,WP_005241143_1,GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
Maleylacetoacetate isomerase,WP_005241096_1,MACACI,4mlacac_c --> 4fumacac_c
Rubredoxin oxidoreductase,WP_005241076_1 or ( WP_005241076_1 and WP_005251084_1 ),RDXR,nadh_c + 2.0 rdxo_c --> h_c + nad_c + 2.0 rdxr_c
GTP diphosphokinase,WP_005241006_1,GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c
GTP diphosphohydrolase,WP_005241006_1,GTPH1,gtp_c + 2.0 h2o_c --> gmp_c + 2.0 h_c + 2.0 pi_c
FCOAH2,WP_005240981_1,FCOAH2,forcoa_c + h2o_c --> coa_c + for_c + h_c
Ap4A hydrolase,WP_005240964_1,AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c
5-amino-6-(5-phosphoribosylamino)uracil reductase,WP_005240942_1 or WP_005252720_1,APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c
L-methionine-R-sulfoxide reductase,WP_005240925_1 or WP_005247443_1 or WP_005249122_1,METSOXR2,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
Protoporphyrinogen oxidase (aerobic),WP_005240918_1 or WP_025432981_1,PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c
"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005250769_1 or WP_005251685_1,HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD2i,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD3i,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD4i,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD7i,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD5i,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),WP_005240908_1 or WP_005246568_1 or WP_005249833_1,HACD6i,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),WP_005240908_1 or WP_005246568_1,HACD8i,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c
"2,3-dehydroadipyl-CoA hydratase",WP_005240908_1 or WP_005244558_1 or WP_005246568_1 or WP_005250863_1,DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c
3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),WP_005240908_1 or WP_005242640_1 or WP_005246568_1 or WP_005249833_1,HACD1i,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c
Fumarate reductase,WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),FRD2,fum_c + mql8_c --> mqn8_c + succ_c
Succinate dehydrogenase (irreversible),WP_005240907_1,SUCDi,q8_c + succ_c --> fum_c + q8h2_c
FRD5,WP_005240907_1,FRD5,fum_c + mql6_c --> mqn6_c + succ_c
FRD,WP_005240907_1,FRD,fadh2_c + fum_c --> fad_c + succ_c
Isethionate transport via ABC system (periplasm),WP_005240904_1 or WP_025433455_1 or ( WP_005240904_1 and WP_005244169_1 ) or ( WP_005240904_1 and WP_025432639_1 ) or ( WP_005240905_1 and WP_005244194_1 ) or ( WP_005244174_1 and WP_025432639_1 ) or ( WP_005250729_1 and WP_025432411_1 ) or ( WP_005250729_1 and WP_025433347_1 ) or ( WP_005250729_1 and WP_143767463_1 ) or ( WP_005252777_1 and WP_025432411_1 ) or ( WP_005252777_1 and WP_025433347_1 ) or ( WP_005252777_1 and WP_143767463_1 ) or ( WP_005240904_1 and WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005250729_1 and WP_025432411_1 ) or ( WP_005244176_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005246626_1 and WP_005246633_1 and WP_025432639_1 ),ISETACabcpp,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
Butanesulfonate transport via ABC system (periplasm),WP_005240904_1 or WP_025433455_1 or ( WP_005240904_1 and WP_005244169_1 ) or ( WP_005240904_1 and WP_025432639_1 ) or ( WP_005240905_1 and WP_005244194_1 ) or ( WP_005244174_1 and WP_025432639_1 ) or ( WP_005250729_1 and WP_025432411_1 ) or ( WP_005250729_1 and WP_025433347_1 ) or ( WP_005250729_1 and WP_143767463_1 ) or ( WP_005252777_1 and WP_025432411_1 ) or ( WP_005252777_1 and WP_025433347_1 ) or ( WP_005252777_1 and WP_143767463_1 ) or ( WP_005240904_1 and WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005250729_1 and WP_025432411_1 ) or ( WP_005244176_1 and WP_005246633_1 and WP_025432639_1 ),BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c
Sulfoacetate transport via ABC system (periplasm),WP_005240904_1 or WP_025433455_1 or ( WP_005240904_1 and WP_005244169_1 ) or ( WP_005240904_1 and WP_025432639_1 ) or ( WP_005240905_1 and WP_005244194_1 ) or ( WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005244176_1 and WP_005246633_1 and WP_025432639_1 ),SULFACabcpp,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
Ethanesulfonate transport via ABC system (periplasm),WP_005240904_1 or WP_025433455_1 or ( WP_005240904_1 and WP_005244169_1 ) or ( WP_005240904_1 and WP_025432639_1 ) or ( WP_005240905_1 and WP_005244194_1 ) or ( WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005244174_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005240904_1 and WP_005250729_1 and WP_025432411_1 ) or ( WP_005244176_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005246626_1 and WP_005246633_1 and WP_025432639_1 ),ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
Glutaminase,WP_005240884_1 or WP_005245583_1,GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c
Potassium transport in via proton symport (periplasm),WP_005240869_1 or WP_005244592_1 or WP_005259666_1 or WP_037180845_1,Kt2pp,h_p + k_p --> h_c + k_c
Potassium transport via uniport (facilitated diffusion),WP_005240868_1 or WP_005259666_1,Kt1,k_e --> k_c
PPGKr,WP_005240845_1,PPGKr,glc__D_c + pi_c <-- g6p_c + h2o_c
Kt3r,WP_005240834_1 or WP_005251756_1 or WP_005251757_1 or WP_005251758_1,Kt3r,h_e + k_c --> h_c + k_e
NAKtr,WP_005240834_1,NAKtr,k_c + na1_e --> k_e + na1_c
Potassium transport out via proton antiport (periplasm),WP_005240833_1 or WP_025433874_1,Kt3pp,h_p + k_c --> h_c + k_p
Potassium reversible transport  via proton symport,WP_005240833_1 or WP_005244860_1 or WP_037180845_1,Kt2r,h_e + k_e --> h_c + k_c
Fructose-1-phosphate kinase,WP_005240767_1,FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c
Iron (II) transport via ABC system (GTP) (periplasm),WP_005240762_1,FE2Gabcpp,fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c
Iron (III) transport via ABC system (GTP) (periplasm),WP_005240762_1,FE3Gabcpp,fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c
Diaminopimelate epimerase,WP_005240761_1,DAPE,26dap_LL_c <=> 26dap__M_c
Phosphatidylglycerol synthase (n-C16:0),WP_005240738_1 or WP_025432827_1,PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
N-acetylglutamate synthase,WP_005240737_1 or WP_005247369_1,ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
Dihydrodipicolinate synthase,WP_005240731_1 or WP_005242818_1 or WP_005250602_1 or WP_005250735_1 or WP_025431780_1,DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c
Thymidylate synthase,WP_005240730_1 or WP_005251636_1 or WP_025432475_1,TMDS,dump_c + mlthf_c --> dhf_c + dtmp_c
Dihydrodipicolinate reductase (NADPH),WP_005240723_1,DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
Pyruvate decarboxylase,WP_005240719_1,PYRDC,h_c + pyr_c --> acald_c + co2_c
SHCHF2,WP_005240615_1,SHCHF2,fe2_c + scl2_c --> 2.0 h_c + sheme_c
Uroporphyrinogen methyltransferase,WP_005240615_1,UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
Sirohydrochlorin dehydrogenase (NAD),WP_005240615_1,SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c
SHCHD3,WP_005240615_1,SHCHD3,dscl_c + nad_c --> 2.0 h_c + nadh_c + scl2_c
Sirohydrochlorin ferrochelatase,WP_005240615_1,SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c
Cobinamide adenyltransferase,WP_005240608_1,CBIAT,atp_c + cbi_c + h_c <=> adocbi_c + pppi_c
Cob(I)alamin adenosyltransferase,WP_005240608_1,CBLAT,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c
Malate dehydrogenase (ubiquinone 8 as acceptor),WP_005240602_1,MDH2,mal__L_c + q8_c --> oaa_c + q8h2_c
Malate dehydrogenase (menaquinone 8 as acceptor),WP_005240602_1,MDH3,mal__L_c + mqn8_c --> mql8_c + oaa_c
(S)-Malate:(acceptor) oxidoreductase,WP_005240602_1,DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c
Glutathione oxidoreductase,WP_005240598_1,GTHOr,gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c
MYCTR,WP_005240598_1,MYCTR,2.0 msh_c + nadp_c <=> h_c + mssg_c + nadph_c
MYCTR2,WP_005240598_1,MYCTR2,gthox_c + 2.0 msh_c <=> 2.0 gthrd_c + mssg_c
Putrescine transport via ABC system (periplasm),WP_005240577_1 or WP_005242646_1 or WP_005248970_1 or WP_005250166_1 or WP_025433613_1 or ( WP_005240574_1 and WP_005240577_1 ) or ( WP_005240574_1 and WP_025433613_1 ) or ( WP_005240575_1 and WP_005248970_1 ) or ( WP_005240575_1 and WP_005250166_1 ) or ( WP_005238200_1 and WP_005240574_1 and WP_005240577_1 ),PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
Sulfate transport via ABC system (periplasm),WP_005240574_1 or WP_005249136_1 or WP_085990787_1 or ( WP_005240575_1 and WP_085990787_1 ),SULabcpp,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
Molybdate transport via ABC system,WP_005240574_1 or WP_005249135_1 or WP_005249137_1 or ( WP_005240574_1 and WP_005258384_1 ) or ( WP_005249135_1 and WP_005249137_1 ),MOBDabc,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c
Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL160t2pp,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL140t2pp,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL100t2pp,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),WP_005240572_1 or WP_005242767_1 or WP_005243375_1 or WP_005247696_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1 or WP_025432223_1,FACOAL120t2pp,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",WP_005240557_1,MECDPDH4,2mecdp_c + fdxr_42_c + h_c --> fdxo_42_c + h2mb4p_c + h2o_c
UMP kinase,WP_005240535_1 or WP_005562874_1,UMPK,atp_c + ump_c <=> adp_c + udp_c
Ammonia reversible transport,WP_005240466_1 or spontaneous,NH4t,nh4_e <=> nh4_c
Pantetheine-phosphate adenylyltransferase,WP_005240440_1,PTPATi,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
Pyruvate carboxylase,WP_005240436_1 or WP_005250640_1 or WP_005250930_1 or WP_025432405_1 or WP_143767519_1,PC,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c
D-alanine-D-alanine ligase (reversible),WP_005240416_1,ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c
SHSL2r,WP_005240414_1 or WP_025433060_1,SHSL2r,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c
O succinylhomoserine lyase  elimination   reversible,WP_005240414_1 or ( WP_005238973_1 and WP_005251648_1 ),SHSL4r,h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c
O-succinylhomoserine lyase (L-cysteine),WP_005240414_1 or ( WP_005238973_1 and WP_005251648_1 ),SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c
Tryptophanase  L cysteine ,WP_005240414_1,TRPAS1,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c
METGL,WP_005240414_1,METGL,h2o_c + met__L_c --> 2obut_c + ch4s_c + nh4_c
Cystathionine g lyase,WP_005240414_1,CYSTGL,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c
Polyphosphate kinase,WP_005240409_1 or WP_005251869_1,PPK2r,atp_c + ppi_c --> adp_c + pppi_c
"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",WP_005240391_1 or WP_005241487_1 or WP_005245351_1 or WP_005245411_1 or WP_005249944_1,HHDDI,2hh24dd_c <=> 2ohed_c
5 carboxy 2 oxohept 3 enedioate decarboxylation,WP_005240391_1 or WP_005241487_1 or WP_005245351_1 or WP_005245411_1 or WP_005248765_1 or WP_005249944_1,OPTCCL,5cohe_c + h_c --> 2hh24dd_c + co2_c
3-isopropylmalate dehydrogenase,WP_005240388_1,IPMD,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
Acetolactate synthase,WP_005240383_1 or WP_005244751_1 or WP_005244775_1 or WP_005249200_1 or WP_025433810_1 or WP_037181410_1 or WP_037181780_1 or WP_080578309_1 or ( WP_005240381_1 and WP_005240383_1 ) or ( WP_005240383_1 and WP_080578309_1 ),ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c
Phosphofructokinase,WP_005240365_1,PFK,atp_c + f6p_c --> adp_c + fdp_c + h_c
ISC [4Fe-4S] Reduction,WP_005240338_1 and WP_025432540_1,I4FE4SR,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
ISC [2Fe-2S] Synthesis II,WP_005240338_1 and WP_025432540_1,I2FE2SS2,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c
ISC [2Fe-2S] regeneration,WP_005240338_1 and WP_025432540_1,I2FE2SR,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c
"MoaD sulfuration (nadh, assumed)",WP_005240338_1,MOADSUx,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c
ISC Cysteine desulfuration,WP_005240338_1,ICYSDS,cys__L_c + iscs_c --> ala__L_c + iscssh_c
NAD:FAD oxidoreductase,WP_005240334_1 or WP_005240335_1,NADFADOR,fadh2_c + fdxr_42_c + 2.0 nad_c <=> fad_c + fdxo_42_c + 2.0 nadh_c
ECOAH9ir,WP_005240312_1 or WP_005250878_1,ECOAH9ir,2mb2coa_c + h2o_c <=> 3hmbcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,WP_005240312_1 or WP_005250878_1,ECOAH1_2,3hbycoa_c <=> b2coa_c + h2o_c
3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA ,WP_005240312_1 or WP_005250878_1,ECOAH5_2,3hddcoa_c <=> h2o_c + trans_dd2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240312_1 or WP_005240908_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,CTECOAI8,odecoa_c <=> od2coa_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240312_1 or WP_005240908_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,CTECOAI7,hdcoa_c <=> hdd2coa_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240312_1 or WP_005240908_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,CTECOAI6,tdecoa_c <=> td2coa_c
