#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NZ_NWMZ01000001.1,1826004,1826969,+,57597698,,COO55_RS08615,WP_007301164.1,321,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,1826970,1828052,-,57597699,,COO55_RS08620,WP_120659473.1,360,N-acetylmuramoyl-L-alanine amidase
Un,NZ_NWMZ01000001.1,1828599,1828832,+,57597701,,COO55_RS08630,WP_005259967.1,77,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1828888,1830444,-,57597702,purH,COO55_RS08635,WP_005571818.1,518,MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
Un,NZ_NWMZ01000001.1,1830437,1831102,-,57597703,,COO55_RS08640,WP_005259970.1,221,MULTISPECIES: phosphoribosylglycinamide formyltransferase
Un,NZ_NWMZ01000001.1,1831172,1832695,-,57597704,,COO55_RS08645,WP_120659474.1,507,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1832807,1833898,-,57597705,,COO55_RS08650,WP_120659475.1,363,DUF5336 domain-containing protein
Un,NZ_NWMZ01000001.1,1834025,1834651,+,57597706,,COO55_RS08655,WP_005259975.1,208,MULTISPECIES: YigZ family protein
Un,NZ_NWMZ01000001.1,1834712,1835614,-,57597707,sucD,COO55_RS08660,WP_005238543.1,300,MULTISPECIES: succinate--CoA ligase subunit alpha
Un,NZ_NWMZ01000001.1,1835630,1836799,-,57597708,sucC,COO55_RS08665,WP_005238541.1,389,MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta
Un,NZ_NWMZ01000001.1,1836993,1838945,-,57597709,,COO55_RS08670,WP_064080771.1,650,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1839176,1840237,+,57597710,,COO55_RS08675,WP_043788909.1,353,MULTISPECIES: M23 family metallopeptidase
Un,NZ_NWMZ01000001.1,1840313,1842799,-,57597711,pcrA,COO55_RS08680,WP_065489953.1,828,MULTISPECIES: DNA helicase PcrA
Un,NZ_NWMZ01000001.1,1843073,1843369,+,57597712,,COO55_RS08685,WP_005238528.1,98,MULTISPECIES: chorismate mutase
Un,NZ_NWMZ01000001.1,1843408,1844862,-,57597713,,COO55_RS08690,WP_005259983.1,484,MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase
Un,NZ_NWMZ01000001.1,1844932,1846584,+,57597714,pgi,COO55_RS08695,WP_005561939.1,550,MULTISPECIES: glucose-6-phosphate isomerase
Un,NZ_NWMZ01000001.1,1846586,1847365,-,57597715,,COO55_RS08700,WP_037204797.1,259,MULTISPECIES: FAD:protein FMN transferase
Un,NZ_NWMZ01000001.1,1847470,1848729,+,57597716,,COO55_RS08705,WP_081276690.1,419,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1848732,1850096,-,57597717,,COO55_RS08710,WP_120659476.1,454,NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,1850106,1850858,-,57597718,,COO55_RS08715,WP_005574895.1,250,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,1850947,1852380,+,57597719,,COO55_RS08720,WP_005574897.1,477,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,1852445,1853974,+,57597720,,COO55_RS08725,WP_120659477.1,509,carboxylesterase/lipase family protein
Un,NZ_NWMZ01000001.1,1853971,1855440,+,57597721,,COO55_RS08730,WP_005574900.1,489,carboxylesterase/lipase family protein
Un,NZ_NWMZ01000001.1,1855563,1856468,+,57597722,,COO55_RS08735,WP_005259999.1,301,MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,1856475,1856852,-,57597723,,COO55_RS08740,WP_005260002.1,125,MULTISPECIES: VOC family protein
Un,NZ_NWMZ01000001.1,1856997,1858094,+,57597724,,COO55_RS08745,WP_005238498.1,365,MULTISPECIES: CoA transferase
Un,NZ_NWMZ01000001.1,1858146,1859630,-,57597725,,COO55_RS08750,WP_054247810.1,494,MULTISPECIES: PLP-dependent aminotransferase family protein
Un,NZ_NWMZ01000001.1,1859606,1859905,+,57597726,,COO55_RS08755,WP_054247809.1,99,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1859878,1861416,-,57597727,,COO55_RS08760,WP_054247808.1,512,alkaline phosphatase D family protein
Un,NZ_NWMZ01000001.1,1861506,1862042,+,57597728,,COO55_RS08765,WP_054247807.1,178,MULTISPECIES: methylated-DNA-
Un,NZ_NWMZ01000001.1,1861978,1862445,-,57597729,,COO55_RS08770,WP_054247806.1,155,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,5886774,5888642,+,57601478,recD,COO55_RS27565,WP_120660558.1,622,exodeoxyribonuclease V subunit alpha
Un,NZ_NWMZ01000001.1,5888560,5889090,-,57601479,,COO55_RS27570,WP_065491966.1,176,MULTISPECIES: DoxX family membrane protein
Un,NZ_NWMZ01000001.1,5889108,5889599,-,57601480,,COO55_RS27575,WP_005573424.1,163,MULTISPECIES: DUF4188 domain-containing protein
Un,NZ_NWMZ01000001.1,5889732,5890232,-,57601481,,COO55_RS27580,WP_120660559.1,166,MULTISPECIES: pentapeptide repeat-containing protein
Un,NZ_NWMZ01000001.1,5890432,5890821,-,57601482,,COO55_RS27585,WP_005253957.1,129,MULTISPECIES: excalibur calcium-binding domain-containing protein
Un,NZ_NWMZ01000001.1,5891124,5892899,+,57601483,,COO55_RS27590,WP_120660560.1,591,MULTISPECIES: TerD family protein
Un,NZ_NWMZ01000001.1,5895775,5897109,+,57601487,,COO55_RS27610,WP_005574211.1,444,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,5897174,5898394,+,57601488,,COO55_RS27615,WP_005253963.1,406,MULTISPECIES: M24 family metallopeptidase
Un,NZ_NWMZ01000001.1,5898469,5899296,+,57601489,,COO55_RS27620,WP_005253964.1,275,MULTISPECIES: IclR family transcriptional regulator
Un,NZ_NWMZ01000001.1,5899372,5902800,+,57601490,,COO55_RS27625,WP_120660561.1,1142,protein kinase
Un,NZ_NWMZ01000001.1,5902746,5903474,-,57601491,,COO55_RS27630,WP_005572863.1,242,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,5903476,5904858,-,57601492,,COO55_RS27635,WP_005572862.1,460,MULTISPECIES: L-serine ammonia-lyase
Un,NZ_NWMZ01000001.1,5904863,5905276,-,57601493,,COO55_RS27640,WP_005253968.1,137,MULTISPECIES: glycine cleavage system protein H
Un,NZ_NWMZ01000001.1,5905430,5906131,-,57601494,,COO55_RS27645,WP_005572861.1,233,aminotransferase class IV
Un,NZ_NWMZ01000001.1,5906128,5907027,-,57601495,folP,COO55_RS27650,WP_005572860.1,299,dihydropteroate synthase
Un,NZ_NWMZ01000001.1,5907109,5907702,-,57601496,,COO55_RS27655,WP_005572859.1,197,MULTISPECIES: sarcosine oxidase subunit gamma
Un,NZ_NWMZ01000001.1,5907695,5910559,-,57601497,,COO55_RS27660,WP_005572858.1,954,(2Fe-2S)-binding protein
Un,NZ_NWMZ01000001.1,5910556,5910834,-,57601498,,COO55_RS27665,WP_005253973.1,92,MULTISPECIES: sarcosine oxidase subunit delta
Un,NZ_NWMZ01000001.1,5910868,5912103,-,57601499,,COO55_RS27670,WP_005253974.1,411,sarcosine oxidase subunit beta family protein
Un,NZ_NWMZ01000001.1,5912103,5913428,-,57601500,,COO55_RS27675,WP_005572857.1,441,serine hydroxymethyltransferase
Un,NZ_NWMZ01000001.1,5913542,5914213,+,57601501,,COO55_RS27680,WP_005253976.1,223,MULTISPECIES: GntR family transcriptional regulator
Un,NZ_NWMZ01000001.1,5914279,5915127,-,57601502,purU,COO55_RS27685,WP_005572856.1,282,MULTISPECIES: formyltetrahydrofolate deformylase
Un,NZ_NWMZ01000001.1,5916147,5916773,-,57601504,,COO55_RS27695,WP_054247197.1,208,MULTISPECIES: cyclodeaminase/cyclohydrolase family protein
Un,NZ_NWMZ01000001.1,5916770,5919232,-,57601505,,COO55_RS27700,WP_054247196.1,820,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5919572,5920372,+,57601506,,COO55_RS27705,WP_043793547.1,266,MULTISPECIES: IclR family transcriptional regulator
Un,NZ_NWMZ01000001.1,5920381,5921559,-,57601507,,COO55_RS27710,WP_005573695.1,392,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5921556,5921900,-,57601508,,COO55_RS27715,WP_005253983.1,114,MULTISPECIES: bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
Un,NZ_NWMZ01000001.1,5922099,5922911,+,57601509,,COO55_RS27720,WP_005573693.1,270,MULTISPECIES: IclR family transcriptional regulator
Un,NZ_NWMZ01000001.1,5923294,5924466,+,57601510,,COO55_RS27725,WP_005573691.1,390,MULTISPECIES: aromatic ring-hydroxylating dioxygenase subunit alpha
Un,NZ_NWMZ01000001.1,5924463,5926109,+,57601511,,COO55_RS27730,WP_005573689.1,548,BCCT family transporter
Un,NZ_NWMZ01000001.1,5926106,5927626,+,57601512,,COO55_RS27735,WP_005573687.1,506,aldehyde dehydrogenase family protein
Un,NZ_NWMZ01000001.1,5927682,5929250,+,57601513,,COO55_RS27740,WP_005253988.1,522,MULTISPECIES: amino acid permease
Un,NZ_NWMZ01000001.1,5929247,5930869,+,57601514,,COO55_RS27745,WP_120660562.1,540,MULTISPECIES: GMC family oxidoreductase N-terminal domain-containing protein
Un,NZ_NWMZ01000001.1,5930778,5931953,-,57601515,,COO55_RS27750,WP_064080653.1,391,alpha/beta hydrolase fold domain-containing protein
Un,NZ_NWMZ01000001.1,5932059,5932913,+,57601516,,COO55_RS27755,WP_005252409.1,284,"MULTISPECIES: tryptophan 2,3-dioxygenase"
Un,NZ_NWMZ01000001.1,5932910,5934145,+,57601517,,COO55_RS27760,WP_054247911.1,411,aminotransferase class V-fold PLP-dependent enzyme
Un,NZ_NWMZ01000001.1,4286522,4286995,-,57599974,,COO55_RS20005,WP_025433548.1,157,MULTISPECIES: Lrp/AsnC family transcriptional regulator
Un,NZ_NWMZ01000001.1,4287165,4288250,+,57599975,pdhA,COO55_RS20010,WP_120660147.1,361,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
Un,NZ_NWMZ01000001.1,4288247,4289248,+,57599976,,COO55_RS20015,WP_005567935.1,333,MULTISPECIES: alpha-ketoacid dehydrogenase subunit beta
Un,NZ_NWMZ01000001.1,4289264,4290541,+,57599977,,COO55_RS20020,WP_120660148.1,425,2-oxo acid dehydrogenase subunit E2
Un,NZ_NWMZ01000001.1,4290604,4291980,+,57599978,lpdA,COO55_RS20025,WP_005567938.1,458,dihydrolipoyl dehydrogenase
Un,NZ_NWMZ01000001.1,4292027,4292656,-,57599979,,COO55_RS20030,WP_005257768.1,209,MULTISPECIES: cysteine hydrolase
Un,NZ_NWMZ01000001.1,4295027,4298314,+,57599981,,COO55_RS20040,WP_120660149.1,1095,protein kinase
Un,NZ_NWMZ01000001.1,4298469,4298777,+,57599982,,COO55_RS20045,WP_120660150.1,102,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,4298901,4300088,+,57599983,,COO55_RS20050,WP_005257753.1,395,MULTISPECIES: epoxide hydrolase
Un,NZ_NWMZ01000001.1,4300307,4303546,+,57599984,,COO55_RS20055,WP_120660151.1,1079,protein kinase
Un,NZ_NWMZ01000001.1,4303596,4304459,-,57599985,,COO55_RS20060,WP_120661387.1,287,LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,4304492,4305271,+,57599986,,COO55_RS20065,WP_120660152.1,259,MFS transporter
Un,NZ_NWMZ01000001.1,4305979,4307040,-,57599989,,COO55_RS20080,WP_120660153.1,353,UPF0104 family protein
Un,NZ_NWMZ01000001.1,4307306,4308193,-,57599990,,COO55_RS20085,WP_054248456.1,295,hypothetical protein
Un,NZ_NWMZ01000001.1,4308361,4308786,-,57599991,,COO55_RS20090,WP_005264406.1,141,MULTISPECIES: pyridoxamine 5\\'-phosphate oxidase family protein
Un,NZ_NWMZ01000001.1,4309050,4310762,+,57599992,,COO55_RS20095,WP_005567954.1,570,MULTISPECIES: GAF domain-containing protein
Un,NZ_NWMZ01000001.1,4311816,4313585,-,57599994,arsA,COO55_RS20105,WP_120660154.1,589,arsenical pump-driving ATPase
Un,NZ_NWMZ01000001.1,4313601,4314020,-,57599995,arsD,COO55_RS20110,WP_120660155.1,139,arsenite efflux transporter metallochaperone ArsD
Un,NZ_NWMZ01000001.1,4314041,4314460,-,57599996,,COO55_RS20115,WP_043790366.1,139,MULTISPECIES: low molecular weight phosphatase family protein
Un,NZ_NWMZ01000001.1,4314478,4314888,-,57599997,,COO55_RS20120,WP_005264411.1,136,MULTISPECIES: arsenate reductase ArsC
Un,NZ_NWMZ01000001.1,4314945,4315082,-,58575347,,COO55_RS41605,WP_164709631.1,45,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,4315082,4316197,-,57599998,arsB,COO55_RS20125,WP_120660156.1,371,ACR3 family arsenite efflux transporter
Un,NZ_NWMZ01000001.1,4316194,4316586,-,57599999,,COO55_RS20130,WP_120660157.1,130,winged helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000001.1,4316662,4316988,-,57600000,,COO55_RS20135,WP_005567965.1,108,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,4317312,4318589,+,57600001,,COO55_RS20140,WP_169693607.1,425,amino acid permease
Un,NZ_NWMZ01000001.1,4318712,4319179,+,57600002,,COO55_RS20145,WP_005567969.1,155,MULTISPECIES: histidine phosphatase family protein
Un,NZ_NWMZ01000001.1,4319189,4320655,-,57600003,,COO55_RS20150,WP_120660159.1,488,CYTH and CHAD domain-containing protein
Un,NZ_NWMZ01000001.1,4320876,4321181,+,57600004,,COO55_RS20155,WP_120660160.1,101,WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,4321222,4321779,-,57600005,,COO55_RS20160,WP_120660161.1,185,hypothetical protein
Un,NZ_NWMZ01000001.1,4321894,4322142,-,57600006,,COO55_RS20165,WP_005567996.1,82,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,4322439,4322972,+,57600007,,COO55_RS20170,WP_054247449.1,177,MULTISPECIES: phosphonopyruvate decarboxylase
Un,NZ_NWMZ01000001.1,4322969,4323583,+,57600008,,COO55_RS20175,WP_082359800.1,204,aldehyde dehydrogenase
Un,NZ_NWMZ01000001.1,4323616,4325091,+,57600009,,COO55_RS20180,WP_120661389.1,491,aldehyde dehydrogenase
Un,NZ_NWMZ01000001.1,4325295,4325948,+,57600010,,COO55_RS20185,WP_120660162.1,217,MULTISPECIES: RraA family protein
Un,NZ_NWMZ01000001.1,4325945,4326547,+,57600011,,COO55_RS20190,WP_120660163.1,200,MULTISPECIES: RraA family protein
Un,NZ_NWMZ01000001.1,4327405,4328304,-,57600014,,COO55_RS20205,WP_120660164.1,299,LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,4328422,4329615,+,57600015,,COO55_RS20210,WP_082359799.1,397,CoA transferase
Un,NZ_NWMZ01000001.1,5934129,5934992,+,57601518,,COO55_RS27765,WP_005567327.1,287,transcriptional regulator
Un,NZ_NWMZ01000001.1,5934997,5935446,-,57601519,,COO55_RS27770,WP_005253993.1,149,MULTISPECIES: flavodoxin domain-containing protein
Un,NZ_NWMZ01000001.1,5935481,5937250,-,57601520,,COO55_RS27775,WP_054247910.1,589,MULTISPECIES: sulfite reductase subunit alpha
Un,NZ_NWMZ01000001.1,5937247,5942739,-,57601521,,COO55_RS27780,WP_120660563.1,1830,glutamate synthase large subunit
Un,NZ_NWMZ01000001.1,5943066,5943461,-,57601522,,COO55_RS27785,WP_005571262.1,131,MULTISPECIES: nitroreductase family deazaflavin-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5943505,5944884,-,57601523,,COO55_RS27790,WP_005253997.1,459,MULTISPECIES: dicarboxylate/amino acid:cation symporter
Un,NZ_NWMZ01000001.1,5946397,5947893,-,57601526,,COO55_RS27805,WP_169692953.1,498,MULTISPECIES: aldehyde dehydrogenase
Un,NZ_NWMZ01000001.1,5947929,5948294,-,57601527,,COO55_RS27810,WP_120660564.1,121,DUF861 domain-containing protein
Un,NZ_NWMZ01000001.1,5948303,5950420,-,57601528,,COO55_RS27815,WP_120661431.1,705,MULTISPECIES: FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5950807,5952348,+,57601529,,COO55_RS27820,WP_065491939.1,513,MULTISPECIES: APC family permease
Un,NZ_NWMZ01000001.1,5952417,5953343,+,57601530,,COO55_RS27825,WP_005254006.1,308,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,5953340,5954548,-,57601531,,COO55_RS27830,WP_054247906.1,402,MULTISPECIES: enhanced intracellular survival protein Eis
Un,NZ_NWMZ01000001.1,5954669,5955346,+,57601532,,COO55_RS27835,WP_065493221.1,225,hypothetical protein
Un,NZ_NWMZ01000001.1,5955304,5956212,-,57601533,,COO55_RS27840,WP_065493223.1,302,MULTISPECIES: dienelactone hydrolase family protein
Un,NZ_NWMZ01000001.1,5956406,5957026,+,57601534,,COO55_RS27845,WP_005254010.1,206,MULTISPECIES: flavin reductase family protein
Un,NZ_NWMZ01000001.1,5957023,5958483,+,57601535,,COO55_RS27850,WP_120660565.1,486,4-hydroxyphenylacetate 3-hydroxylase family protein
Un,NZ_NWMZ01000001.1,5958480,5958893,+,57601536,,COO55_RS27855,WP_005254012.1,137,MULTISPECIES: RidA family protein
Un,NZ_NWMZ01000001.1,5958890,5959561,+,57601537,,COO55_RS27860,WP_005254013.1,223,MULTISPECIES: DUF1028 domain-containing protein
Un,NZ_NWMZ01000001.1,5959558,5960712,+,57601538,,COO55_RS27865,WP_120660566.1,384,M20 family metallopeptidase
Un,NZ_NWMZ01000001.1,5960709,5961116,-,57601539,,COO55_RS27870,WP_120661432.1,135,VOC family protein
Un,NZ_NWMZ01000001.1,5961280,5962692,-,57601540,,COO55_RS27875,WP_005571287.1,470,MULTISPECIES: cytosine permease
Un,NZ_NWMZ01000001.1,5962837,5963580,+,57601541,,COO55_RS27880,WP_120660567.1,247,MULTISPECIES: DUF429 domain-containing protein
Un,NZ_NWMZ01000001.1,5963693,5964148,+,57601542,,COO55_RS27885,WP_005254018.1,151,MULTISPECIES: tellurite resistance TerB family protein
Un,NZ_NWMZ01000001.1,5964191,5967463,-,57601543,,COO55_RS27890,WP_120660568.1,1090,arabinosyltransferase domain-containing protein
Un,NZ_NWMZ01000001.1,5967785,5968363,-,57601544,,COO55_RS27895,WP_120660569.1,192,DUF4232 domain-containing protein
Un,NZ_NWMZ01000001.1,5969457,5970254,+,57601546,,COO55_RS27905,WP_005570226.1,265,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,5970248,5971630,-,57601547,,COO55_RS27910,WP_005570224.1,460,MULTISPECIES: FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5971842,5972504,-,57601548,,COO55_RS27915,WP_005570222.1,220,MULTISPECIES: ABC transporter permease
Un,NZ_NWMZ01000001.1,5973418,5974188,-,57601550,,COO55_RS27925,WP_120660570.1,256,methionine ABC transporter substrate-binding protein
Un,NZ_NWMZ01000001.1,5974387,5974896,+,57601551,,COO55_RS27930,WP_120660571.1,169,NAD(P)H-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,5974893,5975393,+,57601552,,COO55_RS27935,WP_005254028.1,166,flavin reductase family protein
Un,NZ_NWMZ01000001.1,5975404,5975964,-,57601553,,COO55_RS27940,WP_120660572.1,186,AAA family ATPase
Un,NZ_NWMZ01000001.1,5976125,5976952,-,57601554,,COO55_RS27945,WP_183102235.1,275,alpha/beta fold hydrolase
Un,NZ_NWMZ01000001.1,5977198,5977785,+,57601555,,COO55_RS27950,WP_120660574.1,195,C40 family peptidase
Un,NZ_NWMZ01000001.1,5977856,5979445,-,57601556,,COO55_RS27955,WP_005254032.1,529,MULTISPECIES: GMC family oxidoreductase N-terminal domain-containing protein
Un,NZ_NWMZ01000001.1,5979494,5981239,-,57601557,,COO55_RS27960,WP_005254033.1,581,MULTISPECIES: aldehyde dehydrogenase family protein
Un,NZ_NWMZ01000001.1,1862495,1863784,-,57597730,,COO55_RS08775,WP_005260012.1,429,MULTISPECIES: adenylosuccinate synthase
Un,NZ_NWMZ01000001.1,1863985,1864656,+,57597731,,COO55_RS08780,WP_052024108.1,223,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1864653,1865426,+,57597732,,COO55_RS08785,WP_120659478.1,257,MULTISPECIES: site-2 protease family protein
Un,NZ_NWMZ01000001.1,1865466,1865963,-,57597733,,COO55_RS08790,WP_054248640.1,165,MULTISPECIES: helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000001.1,1866005,1866277,-,57597734,,COO55_RS08795,WP_005574917.1,90,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1866297,1867064,-,57597735,,COO55_RS08800,WP_061045714.1,255,MULTISPECIES: ferredoxin reductase
Un,NZ_NWMZ01000001.1,1867054,1867653,-,57597736,,COO55_RS08805,WP_120659479.1,199,sulfite oxidase-like oxidoreductase
Un,NZ_NWMZ01000001.1,1867760,1869166,+,57597737,,COO55_RS08810,WP_120659480.1,468,MFS transporter
Un,NZ_NWMZ01000001.1,1869197,1870366,+,57597738,,COO55_RS08815,WP_120659481.1,389,thiolase family protein
Un,NZ_NWMZ01000001.1,1870384,1871340,-,57597739,,COO55_RS08820,WP_120659482.1,318,YafY family transcriptional regulator
Un,NZ_NWMZ01000001.1,1871404,1871865,+,57597740,,COO55_RS08825,WP_120659483.1,153,pyridoxamine 5\\'-phosphate oxidase family protein
Un,NZ_NWMZ01000001.1,1871869,1872279,-,57597741,,COO55_RS08830,WP_120659484.1,136,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1872349,1873275,-,57597742,,COO55_RS08835,WP_120659485.1,308,cation transporter
Un,NZ_NWMZ01000001.1,1873348,1874415,-,57597743,,COO55_RS08840,WP_005260036.1,355,MULTISPECIES: aromatic acid exporter family protein
Un,NZ_NWMZ01000001.1,1874480,1874896,-,57597744,,COO55_RS08845,WP_005260038.1,138,MULTISPECIES: DUF3151 domain-containing protein
Un,NZ_NWMZ01000001.1,1875035,1876159,+,57597745,,COO55_RS08850,WP_120659486.1,374,transcriptional regulator
Un,NZ_NWMZ01000001.1,1876219,1877253,-,57597746,fbaA,COO55_RS08855,WP_005260044.1,344,MULTISPECIES: class II fructose-bisphosphate aldolase
Un,NZ_NWMZ01000001.1,1877407,1878189,+,57597747,,COO55_RS08860,WP_005260046.1,260,MULTISPECIES: VTT domain-containing protein
Un,NZ_NWMZ01000001.1,1878214,1878879,+,57597748,,COO55_RS08865,WP_005260048.1,221,MULTISPECIES: DedA family protein
Un,NZ_NWMZ01000001.1,1878876,1880012,-,57597749,,COO55_RS08870,WP_120659487.1,378,GTP-binding protein
Un,NZ_NWMZ01000001.1,1880130,1881485,-,57597750,,COO55_RS08875,WP_054248734.1,451,MULTISPECIES: LLM class flavin-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,1881553,1882671,-,57597751,,COO55_RS08880,WP_005571735.1,372,"MULTISPECIES: alpha-1,6-mannanase"
Un,NZ_NWMZ01000001.1,1882706,1883392,-,57597752,,COO55_RS08885,WP_005260054.1,228,MULTISPECIES: RNA methyltransferase
Un,NZ_NWMZ01000001.1,1883397,1884014,-,57597753,,COO55_RS08890,WP_120659488.1,205,hypothetical protein
Un,NZ_NWMZ01000001.1,1884128,1884574,+,57597754,,COO55_RS08895,WP_005238418.1,148,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1884558,1885286,-,57597755,,COO55_RS08900,WP_120659489.1,242,MULTISPECIES: lysoplasmalogenase
Un,NZ_NWMZ01000001.1,1885389,1886030,+,57597756,,COO55_RS08905,WP_005571731.1,213,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1886035,1886328,-,57597757,,COO55_RS08910,WP_054248737.1,97,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1886575,1887843,+,57597758,,COO55_RS08915,WP_120659490.1,422,MULTISPECIES: benzoate/H(+) symporter BenE family transporter
Un,NZ_NWMZ01000001.1,1887848,1888342,-,57597759,,COO55_RS08920,WP_005571728.1,164,MULTISPECIES: DUF1992 domain-containing protein
Un,NZ_NWMZ01000001.1,1888359,1888517,-,57597760,,COO55_RS08925,WP_183102199.1,52,hypothetical protein
Un,NZ_NWMZ01000001.1,1888603,1890150,+,57597761,,COO55_RS08930,WP_005571726.1,515,NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,1890147,1890602,+,57597762,,COO55_RS08935,WP_005571725.1,151,MULTISPECIES: SRPBCC family protein
Un,NZ_NWMZ01000001.1,1890694,1891137,+,57597763,,COO55_RS08940,WP_005571724.1,147,MULTISPECIES: MarR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1891172,1892440,+,57597764,,COO55_RS08945,WP_120659491.1,422,MFS transporter
Un,NZ_NWMZ01000001.1,1892499,1893029,-,57597765,,COO55_RS08950,WP_005238397.1,176,MULTISPECIES: orotate phosphoribosyltransferase
Un,NZ_NWMZ01000001.1,1893050,1893844,-,57597766,,COO55_RS08955,WP_005571721.1,264,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,4329683,4330249,+,57600016,,COO55_RS20215,WP_082359798.1,188,MaoC family dehydratase
Un,NZ_NWMZ01000001.1,4330783,4332183,+,57600018,,COO55_RS20225,WP_054247443.1,466,MFS transporter
Un,NZ_NWMZ01000001.1,4332242,4332901,+,57600019,,COO55_RS20230,WP_054247442.1,219,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,4332920,4334365,+,57600020,,COO55_RS20235,WP_120660165.1,481,MULTISPECIES: HAMP domain-containing histidine kinase
Un,NZ_NWMZ01000001.1,4334358,4335284,+,57600021,,COO55_RS20240,WP_120660166.1,308,TAXI family TRAP transporter solute-binding subunit
Un,NZ_NWMZ01000001.1,4335402,4336592,+,57600022,,COO55_RS20245,WP_054247439.1,396,MULTISPECIES: CoA transferase
Un,NZ_NWMZ01000001.1,4336614,4337381,+,57600023,,COO55_RS20250,WP_120660167.1,255,MULTISPECIES: alpha/beta fold hydrolase
Un,NZ_NWMZ01000001.1,4337412,4338410,-,57600024,,COO55_RS20255,WP_120660168.1,332,zinc-binding dehydrogenase
Un,NZ_NWMZ01000001.1,4338996,4340318,+,57600025,,COO55_RS20260,WP_120660169.1,440,MFS transporter
Un,NZ_NWMZ01000001.1,4340413,4341348,+,57600026,,COO55_RS20265,WP_120660170.1,311,LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,4341360,4342514,-,57600027,,COO55_RS20270,WP_120660171.1,384,acyl-CoA dehydrogenase family protein
Un,NZ_NWMZ01000001.1,4342823,4343125,+,57600028,,COO55_RS20275,WP_120660172.1,100,WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,4343167,4344369,-,57600029,,COO55_RS20280,WP_120660173.1,400,acyl-CoA desaturase
Un,NZ_NWMZ01000001.1,4344496,4344690,-,57600030,,COO55_RS20285,WP_005254699.1,64,MULTISPECIES: CsbD family protein
Un,NZ_NWMZ01000001.1,4344779,4345486,+,57600031,,COO55_RS20290,WP_120660174.1,235,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein
Un,NZ_NWMZ01000001.1,4345622,4346008,+,57600032,,COO55_RS20295,WP_120660175.1,128,YciI family protein
